Page ID,Page Name,Disclaimer,Amount Spent (HUF)
141366725876424,European Greens,These ads ran without a disclaimer,14867
1401080026811438,Csányi Tamás,Országgyűlés Hivatala Jobbik Frakció,14823
406305670209771,Hydrogen Technologies Hungary Motortisztítás & DPF gépi tisztítás,Nagy Tamás,14682
1917999545117733,Paradigma Intézet,Paradigma Intézet Nonprofit Kft.,14672
428004361357163,Szabó László,These ads ran without a disclaimer,14650
109023280756491,Írdalá.hu,Nest Communications,14509
838631906208176,Ander Balázs,Országgyűlés Hivatala Jobbik Frakció,14500
893102994164960,Hohn Krisztina,LMP - Lehet Más a Politika,14438
1786125951661386,Idetartozunk Egyesület,Idetartozunk Egyesület,14309
286931007596,SOS Gyermekfalvak,Berényi Károly Krisztián,14173
393705001216934,Dudás Róbert,Jobbik Magyarországért Mozgalom,14171
103113844390374,Marosi Róbert polgármester-jelölt Sárszentmihály,These ads ran without a disclaimer,14085
109859190872124,Császár Roland polgármester,Császár Roland polgármester,13962
592204747588011,Momentum Mozgalom,These ads ran without a disclaimer,13820
132593883577930,Dr. Keresztes László Lóránt,Dr. Keresztes László Lóránt - Zöld Média Ügynökség Kft.,13705
106810961033495,EzaLényeg.hu - Fejér,These ads ran without a disclaimer,13640
773120112778785,Rig Lajos,Országgyűlés Hivatala Jobbik Frakció,13575
893102994164960,Hohn Krisztina,Zöld_Baranya_Kft_Ügynökség,13480
105932557473917,Külhoni Magyarok,Külhoni Magyarok,13360
142482226552055,Tóth Nóra Tímea,Tóth Nóra Tímea,13304
148044535395063,Dél-Békés Mentőcsoport,Simonkáné Gábor Marianna,13085
931186216990824,Bencsik János,Bencsik János,13042
630495364130158,Dunaújvárosi Ukránok - D.UA,Kaszó Róbert,12797
211156277497,WWF Hungary,WWF Hungary,12662
132601530109047,Eötvös Károly Közpolitikai Intézet / Eötvös Károly Policy Institute,Eötvös Károly Közpolitikai Intézet,12613
856433318046663,Tekauer Norbert önkormányzati képviselő - VÉD egyesület,These ads ran without a disclaimer,12594
123481609043949,Nagy Richárd független önkormányzati képviselő jelölt - Tác,Nagy Richárd,12588
1465697523725782,Mi Hazánk Fejér megye,Árgyelán János,12583
180924612473518,Dr. Brenner Koloman,These ads ran without a disclaimer,12432
311949973069503,Rajta Újváros,These ads ran without a disclaimer,12424
122559352472648,Svájci Alap,These ads ran without a disclaimer,12399
316002512431444,Tech@Facebook,These ads ran without a disclaimer,11994
594088897289853,Alapjogokért Központ,These ads ran without a disclaimer,11837
216317672082664,Spigiboy,Pintér András,11836
728439993835901,NapiHami.hu,These ads ran without a disclaimer,11800
528719397570100,Flamingók,These ads ran without a disclaimer,11694
119810034720839,Manna,These ads ran without a disclaimer,11603
319848491555131,Dr. Varga-Damm Andrea,Országgyűlés Hivatala Jobbik Frakció,11504
728260423984010,Böröcz László,Böröcz László,11468
1800767766884272,Fehérvári Igazság,These ads ran without a disclaimer,11000
1313592688757601,Állítsuk meg Orbán Viktort,Attila Ferenc Beres,10972
301554643905790,Dr. Várnagy Emese politikusi oldala,These ads ran without a disclaimer,10927
28312410177,World Food Programme,These ads ran without a disclaimer,10877
123142634426874,Microsoft CEE,These ads ran without a disclaimer,10868
126136750786218,Szabó Zsolt,Szabo Zsolt,10726
111850287235233,Ibela Green,Ibela Könnyűipari és Kereskedelmi Szociális szövetkezet,10717
120370174702378,Magyarország Kormánya,These ads ran without a disclaimer,10695
420335244825041,Mindent OLCSÓN,These ads ran without a disclaimer,10656
102971334415722,Béke városrész és Kertváros független jelöltje,Varju László,10537
170684003405327,Sportmánia Pécs,M-Sport Kft.,10508
1920158678081160,Nemzetpolitikai Államtitkárság,Nemzetpolitikai Államtitkárság,10500
408924035951553,Hulladékmentes.hu,Hulladékmentes.hu,10432
126539424061030,Háttér Társaság,These ads ran without a disclaimer,10432
1567420900021321,Kara Ákos,Kara Ákos,10403
109413374263225,Kontra,Kontra,10401
106332960773994,Kék Bolygó Alapítvány,These ads ran without a disclaimer,10392
822836871202195,Potocskáné Kőrösi Anita,Országgyűlés Hivatala Jobbik Frakció,10331
110337333664373,Mi Hazánk Mozgalom Bicske és környéke,These ads ran without a disclaimer,10324
110566877158397,Laptapir,These ads ran without a disclaimer,10293
345496092135627,Hír TV,Hír TV,10133
1443972419239893,Best Ruházat,Best Ruházat,10122
380378546023955,Jobbik Gárdony,Jobbik Magyarországért Mozgalom,10000
2211225145581815,Jövő TV,Jövő Egyesület,9999
599385656745723,Simon Róbert Balázs,Simon Róbert Balázs,9988
139647706660484,CsirkeRizs.hu,These ads ran without a disclaimer,9967
71547793430,Fidelitas,Fidelitas,9933
108395900927334,Kovács István,Kovács István Megafon,9805
205519186130149,Európa Könyvkiadó,Európa Könyvkiadó,9775
244064559374,Propeller.hu,Propeller.hu,9699
1443354815880657,Salacz László,Dr. Salacz László,9652
1968677063388813,Tóth Péter - Momentum,These ads ran without a disclaimer,9585
183813614983493,Klubrádió,Klubrádió,9560
100905288315705,Jelen hetilap,Jelen hetilap,9461
991199740951500,Szcientológia Egyház,These ads ran without a disclaimer,9295
175631865860693,Vadai Ágnes,Demokratikus Koalíció,9226
1193902320622038,Dr. Bajkai István,Dr. Bajkai István,9204
100286734686560,Sérelmek a pszichiátrián? Jelentse be itt,Állampolgári Bizottság az Emberi Jogokért,9186
342785876208317,Mellár Tamás,Párbeszéd Magyarországért,9174
215365671881695,Lounge Group,Lounge Group,9088
116922130151413,Fair Bútorház Sárbogárd,These ads ran without a disclaimer,9036
1411080585789966,Arató Gergely,Demokratikus Koalíció,8951
876772425797119,Hölvényi György,Bartók-Meszleny Zita Judit,8925
555270698171873,Molnár Dániel,These ads ran without a disclaimer,8858
1357776460950406,Reaktor,Reaktor Alapítvány,8767
180924612473518,Dr. Brenner Koloman,Jobbik Magyarországért Mozgalom,8751
1461534750733248,Schmuck Erzsébet,Zöld Média Ügynökség Kft.,8738
599385656745723,Simon Róbert Balázs,These ads ran without a disclaimer,8702
237088069704442,Ádám Kósa MEP,These ads ran without a disclaimer,8696
164978926850719,Kommentár folyóirat,Kommentár folyóirat,8681
326632861287187,Gyuris Dávid,Gyuris Dávid Tibor,8586
104963404190562,Dr Balassa Béla,dr Balassa Béla,8574
102851528200356,TEDxDanubia Countdown,TXD Impact Design Kft.,8507
519279158277826,Szülői Hang,Szülői Hang,8444
118512429535413,Dr. Szeredi Péter,Dr. Szeredi Péter Ferenc,8437
959798297495473,Nacsa Lőrinc,Nacsa Lőrinc,8364
102641477991941,bahir.hu - BAHÍR,ZÖLD BARANYA KFT.,8353
2103304126556988,Pure Wonder Shopyz,These ads ran without a disclaimer,8339
407249212726130,Forbes Magyarország,Forbes Magyarország,8314
1846213072090343,Gy. Németh Erzsébet,Demokratikus Koalíció,8303
347819348687196,Budapest Water Summit 2019,Budapest Water Summit 2019,8266
127539005484626,Very Important Planet,Zöld Terasz Alapítvány,8247
876772425797119,Hölvényi György,Hölvényi György,8228
948663291926357,HVG BrandLab,HVG BrandLab,8185
208726209161904,Z. Kárpát Dániel,Jobbik Magyarországért Mozgalom,8155
1968677063388813,Tóth Péter - Momentum,Tóth Péter,8146
161361167407820,Tuzson Bence,Tuzson Bence,8021
1992543104404776,Momentum TizenX,Momentum Mozgalom,7870
559317290883815,Vegeta - Főzz Szabadon,These ads ran without a disclaimer,7787
739883629458065,Burány Sándor,Párbeszéd Magyarországért,7632
167242593892716,Nemes Gábor,Nemes,7593
832298706889408,111%,These ads ran without a disclaimer,7496
1372750529476614,Demeter Márta,Demeter Márta,7469
117961442942614,Álljunk ki Borkai Zsolt mellett,Éljen Borkai,7446
529941717209471,Orbán Balázs,Orbán Balázs,7409
606217652892211,Dunaújváros,These ads ran without a disclaimer,7367
100287015389142,Tömeges Üzletnyitás,Le az Adók 75%-ával Párt,7344
107270767561186,EzaLényeg.hu - Fehérvár,These ads ran without a disclaimer,7240
136552519724060,Gershoj Energia Kft.,These ads ran without a disclaimer,7129
778538352344518,Hollik István,"Hollik István, országgyűlési képviselő",7127
2345026452193652,Wazaricase,These ads ran without a disclaimer,7001
851784814892644,Simicskó István,Dr. Simicskó István,6965
2074269302652716,Menczer Tamás,Tamás Menczer,6908
178362315106,European Parliament,These ads ran without a disclaimer,6892
2191858934263550,Csináld másképp,These ads ran without a disclaimer,6889
1449423641866973,Illés Boglárka,Illés Boglárka,6886
407249212726130,Forbes Magyarország,These ads ran without a disclaimer,6867
1102138083139329,Mátraszőlős Község Szeretlek,These ads ran without a disclaimer,6845
1425355697692924,Dr. Tóth Bertalan,These ads ran without a disclaimer,6845
231079957022490,Antall József Tudásközpont,Antall József Tudásközpont,6826
319848491555131,Dr. Varga-Damm Andrea,Varga-Damm Andrea,6820
343271226435438,C1 RoMa Média,These ads ran without a disclaimer,6688
1518598151798702,Projeto AMOR JP,These ads ran without a disclaimer,6597
127627208059916,Csőzik László,László Csőzik,6521
507770156428463,Jobbik & Jobbik Ifjúsági tagozat Székesfehérvár,Jobbik Magyarországért Mozgalom,6500
893102994164960,Hohn Krisztina,Hohn_Krisztina_Zöld_Baranya_Kft_Ügynökség,6471
260927000625137,VARJU László Újpest-Angyalföld,VARJU László Újpest-Angyalföld,6466
992066384198880,Tóth Edina,Tóth Edina,6440
607398386415342,Nemesi Pál,Nemesi Pál,6427
721976974593091,Solar Express KFT,These ads ran without a disclaimer,6418
1238505712989804,Mészárosné Hegyi Gyöngyi Éva,These ads ran without a disclaimer,6319
1944720419101498,Dr. Lévai István Zoltán,Dr. Lévai István Zoltán,6281
1372750529476614,Demeter Márta,Zöld Média Ügynökség Kft.,6264
1102138083139329,Mátraszőlős Község Szeretlek,Tóth Gyula,6263
181427688717979,Méregtelenítés HerbálFix,These ads ran without a disclaimer,6165
488140827963432,Hadházy Ákos,These ads ran without a disclaimer,6094
1084749598210454,Dr. Szabó Tünde,These ads ran without a disclaimer,6075
1065713933504228,Új Egyenlőség,Új Egyenlőség,6057
1040487469355385,TripActions,These ads ran without a disclaimer,5997
2280937925322660,Fehér Attila,Fehér Attila,5971
887921287887805,Király Nóra,These ads ran without a disclaimer,5956
778362072255914,Székesfehérvári Hírmondó,Boór Tamás Ferenc,5954
1439238726174511,Chelemen Paula's Arts,Chelemen Paula,5937
100401808007704,EzaLényeg.hu,These ads ran without a disclaimer,5890
112879632128020,Novák Előd,Milák Hajnalka,5874
318790578956238,Ellensúly,Ökopolisz Alapítvány,5872
1693538404064465,Magyar Hang - A Túlélő Magazin,Magyar Hang - A Túlélő Magazin,5810
146955527905,EU Civil Protection & Humanitarian Aid - ECHO,These ads ran without a disclaimer,5802
287863594432,Comedy Central Magyarország,Comedy Central Magyarország,5779
1429914920563493,Nunkovics Tibor,Jobbik Magyarországért Mozgalom,5771
610138892419131,Exclusive Change Magyarország,These ads ran without a disclaimer,5749
931186216990824,Bencsik János,Országgyűlés Hivatala Jobbik Frakció,5661
110610910312720,Lukács József Attila - Polgármesterjelölt,These ads ran without a disclaimer,5537
