"","x"
"1351","105980177650805"
"1352","105986351338291"
"1353","105991107620451"
"1354","105997511379894"
"1355","105998294326168"
"1356","105999601301943"
"1357","106014820981279"
"1358","1060187174063146"
"1359","106026631390717"
"1360","106030164511959"
"1361","106036614655594"
"1362","106040096082806"
"1363","106048147449556"
"1364","106050471258468"
"1365","106051891452499"
"1366","106053443081890"
"1367","106054474731777"
"1368","106058884856260"
"1369","106067151472089"
"1370","106070272780541"
"1371","106078050803733"
"1372","1060847597322848"
"1373","106085081224870"
"1374","106090614621782"
"1375","106091967812937"
"1376","106092114246124"
"1377","106102553268601"
"1378","106102621299976"
"1379","106106780796608"
"1380","1061086993931165"
"1381","106109981127579"
"1382","106110347886087"
"1383","106111777595069"
"1384","106114551544296"
"1385","106128754505311"
"1386","106145428182812"
"1387","106156494241275"
"1388","106158784636314"
"1389","106162150773305"
"1390","1061654303885949"
"1391","106166651181802"
"1392","1061751917190656"
"1393","106176890251987"
"1394","106177581286223"
"1395","106187034782341"
"1396","106190031208751"
"1397","106201631159151"
"1398","106208392787010"
"1399","106219981295816"
"1400","106225394091683"
"1401","106232804528317"
"1402","106235381376023"
"1403","106246149533201"
"1404","106248927511200"
"1405","106249638106952"
"1406","106252521132621"
"1407","106265382759554"
"1408","106279560944561"
"1409","106279654310880"
"1410","106287257678159"
"1411","106305774176332"
"1412","106309830837149"
"1413","106314734678557"
"1414","106315184611145"
"1415","106317037417774"
"1416","106318810954986"
"1417","106332704603028"
"1418","106335120935223"
"1419","106339620744175"
"1420","106339947902304"
"1421","106343310913346"
"1422","106351438158186"
"1423","106355174776321"
"1424","106357207749844"
"1425","106363661265043"
"1426","106368134085848"
"1427","106369486130015"
"1428","106376751275740"
"1429","106382284206429"
"1430","106383354526259"
"1431","106384904454153"
"1432","106390330706418"
"1433","106401144038377"
"1434","106407737483779"
"1435","106409300700322"
"1436","106425384339036"
"1437","1064307720291137"
"1438","106432880711994"
"1439","1064343533630768"
"1440","106434387850936"
"1441","1064412327070643"
"1442","106441590741834"
"1443","106443441230834"
"1444","106445864268622"
"1445","106452201052665"
"1446","106467830831167"
"1447","106475591205777"
"1448","106477710787523"
"1449","1064892630262298"
"1450","1064912386941102"
"1451","106495664134835"
"1452","1065128483499955"
"1453","106514767551987"
"1454","1065165323662351"
"1455","106516581280267"
"1456","106518804521801"
"1457","106522330813390"
"1458","106525114119712"
"1459","106526574509254"
"1460","106540057449771"
"1461","106552118138528"
"1462","106565771050950"
"1463","106574730746742"
"1464","106578961089097"
"1465","106579990720524"
"1466","106580707868719"
"1467","106582474443858"
"1468","106582697719101"
"1469","106583034097934"
"1470","106600027618780"
"1471","106609500908064"
"1472","106609767689970"
"1473","106627204567429"
"1474","106631297626608"
"1475","106635340930634"
"1476","106637900016"
"1477","106653721036545"
"1478","106665737718022"
"1479","106666447371322"
"1480","106671264212905"
"1481","106676647449490"
"1482","106685527860047"
"1483","106687187892801"
"1484","1066888560366601"
"1485","106691760813067"
"1486","106696034186782"
"1487","1067102103381405"
"1488","106714977368983"
"1489","1067164323475482"
"1490","106718946077619"
"1491","106724927850303"
"1492","106735604502240"
"1493","106738847815723"
"1494","106739889401505"
"1495","106739977698088"
"1496","106746894028588"
"1497","106756580716251"
"1498","106779687553743"
"1499","106780844360807"
"1500","106800278056487"
"1501","106803134188159"
"1502","106808614576022"
"1503","106810404209140"
"1504","106810849426349"
"1505","106814507873938"
"1506","106821677552028"
"1507","106822232684404"
"1508","106822884312299"
"1509","106823817575004"
"1510","106825047914591"
"1511","106825294113096"
"1512","106826734620269"
"1513","106835584690611"
"1514","106836647578782"
"1515","1068379353174209"
"1516","106838247532925"
"1517","106871590848283"
"1518","106879101071014"
"1519","1069070156464623"
"1520","106908020990999"
"1521","106916437755661"
"1522","106922157558618"
"1523","106928604178291"
"1524","106931470902636"
"1525","106938141173635"
"1526","106939130673527"
"1527","106940574007742"
"1528","1069433399775121"
"1529","106952222676974"
"1530","106956499327992"
"1531","106966581133522"
"1532","106985704442263"
"1533","106989497330320"
"1534","106991140850930"
"1535","107002387604774"
"1536","1070198553059971"
"1537","107042990653637"
"1538","107045650764452"
"1539","107047210777230"
"1540","107048211136339"
"1541","107049980771420"
"1542","1070595116362186"
"1543","107070032816584"
"1544","107077204373269"
"1545","107083226459"
"1546","107086142785236"
"1547","107097390672753"
"1548","107104919328517"
"1549","107104984125855"
"1550","107108381045512"
"1551","1071086382907237"
"1552","107121137341112"
"1553","107129043990159"
"1554","107136454414979"
"1555","107142924262559"
"1556","107150584017067"
"1557","107151464552754"
"1558","107173207885432"
"1559","107173420621078"
"1560","107189775985674"
"1561","107193403993476"
"1562","107210724386158"
"1563","107216123986535"
"1564","1072187682914526"
"1565","107221857649792"
"1566","107222200650978"
"1567","107233830632658"
"1568","107255390803409"
"1569","107270531121882"
"1570","107272023961820"
"1571","107274005970837"
"1572","107274461121091"
"1573","107278994137977"
"1574","107280767517485"
"1575","107284643971086"
"1576","1072849686165125"
"1577","107294203979735"
"1578","1072946686097546"
"1579","107310890711267"
"1580","107316474037143"
"1581","1073271182734567"
"1582","107349797771384"
"1583","107380710802431"
"1584","107382937643423"
"1585","107384394404633"
"1586","107390311115611"
"1587","107392827789338"
"1588","107400097702930"
"1589","107407940627899"
"1590","107417687572132"
"1591","107420854060376"
"1592","107426570611469"
"1593","107430737637644"
"1594","107450387467836"
"1595","107452617678338"
"1596","107452864201810"
"1597","107462127544322"
"1598","107468327477370"
"1599","107469530818919"
"1600","107474690757652"
"1601","107482570832750"
"1602","107484764341254"
"1603","107490104326152"
"1604","107492342616216"
"1605","107494755996398"
"1606","107502457382475"
"1607","107507657476975"
"1608","107509280790119"
"1609","107518521091729"
"1610","107520867526107"
"1611","1075275322674315"
"1612","107539254406307"
"1613","107544957293753"
"1614","107545634489601"
"1615","107550610784041"
"1616","107559554466743"
"1617","107560060893268"
"1618","107574269395562"
"1619","1075745089231490"
"1620","1075786212435501"
"1621","107579450419"
"1622","107588384401610"
"1623","107618231143305"
"1624","107623180812721"
"1625","107633220672142"
"1626","107646484502110"
"1627","107651084218159"
"1628","107651621055050"
"1629","107652402721043"
"1630","107652469330889"
"1631","1076534659032633"
"1632","107656910716553"
"1633","107679567729218"
"1634","107681161029530"
"1635","107687893920343"
"1636","107704059360925"
"1637","1077045142306060"
"1638","107714890965532"
"1639","107715390587765"
"1640","107720577646585"
"1641","107721617685477"
"1642","107725443935730"
"1643","107726411040673"
"1644","107731394413036"
"1645","107747200956355"
"1646","107748367784673"
"1647","107750413893966"
"1648","107756693934793"
"1649","107759837798864"
"1650","107761941020722"
"1651","107768664173395"
"1652","107771660671664"
"1653","107794439556152"
"1654","107797583239658"
"1655","107808799554825"
"1656","107813307488449"
"1657","107834509547559"
"1658","107834645951975"
"1659","107835320600434"
"1660","107838864302989"
"1661","107840810710631"
"1662","107859172612993"
"1663","107866315910391"
"1664","107871970563829"
"1665","1078884028800904"
"1666","107889157547905"
"1667","107891257592942"
"1668","107893513382"
"1669","107903384038433"
"1670","1079120485493920"
"1671","107912987433942"
"1672","107917047369161"
"1673","1079184598879469"
"1674","107931057227686"
"1675","107933103997565"
"1676","107935284075382"
"1677","107938047569408"
"1678","107942197433640"
"1679","107947450734020"
"1680","107953420952769"
"1681","107956503916833"
"1682","107970887244599"
"1683","107985133878887"
"1684","107994074058865"
"1685","108005554005664"
"1686","108009643922048"
"1687","108030640537770"
"1688","108047980563223"
"1689","108048110970639"
"1690","1080519848626290"
"1691","108055680542902"
"1692","108069097252704"
"1693","108069140691627"
"1694","108079127623294"
"1695","108092641025739"
"1696","108097164283167"
"1697","108099250769004"
"1698","108104707269766"
"1699","108130921151383"
"1700","108133480687288"
"1701","108135264333135"
"1702","108141799225240"
"1703","1081443441969434"
"1704","108148250529618"
"1705","108148930584601"
"1706","108149870772569"
"1707","108151910545496"
"1708","108161064324126"
"1709","108166823974597"
"1710","108172400975594"
"1711","108173798605"
"1712","108179237308495"
"1713","108180174432038"
"1714","108185017409"
"1715","108190863892392"
"1716","108193413871820"
"1717","108193933986667"
"1718","108208550982374"
"1719","108209504214009"
"1720","108214227203966"
"1721","108220104192153"
"1722","108220117421503"
"1723","108222661093368"
"1724","1082365141836754"
"1725","108239705998001"
"1726","108243634085666"
"1727","108244477211000"
"1728","108252697194378"
"1729","108258375900188"
"1730","108262854291500"
"1731","108262854347073"
"1732","108271872940329"
"1733","108274924327855"
"1734","108279390553008"
"1735","108283675982010"
"1736","108295377293625"
"1737","1082982098574865"
"1738","108304090952938"
"1739","108304136037279"
"1740","1083070925184919"
"1741","108314704021178"
"1742","108317180961588"
"1743","108322830963806"
"1744","108326823969091"
"1745","108339693065"
"1746","108342850697974"
"1747","108344610841063"
"1748","108349474104762"
"1749","1083606395103900"
"1750","108366977643124"
"1751","108370490959961"
"1752","108384894652233"
"1753","1083874705007769"
"1754","108387904030820"
"1755","1083902265009736"
"1756","108399549232678"
"1757","108402597740643"
"1758","108406197402071"
"1759","108408220706637"
"1760","108410167265651"
"1761","1084284961688741"
"1762","108434362578371"
"1763","108436687201945"
"1764","1084372461606422"
"1765","108442367290274"
"1766","108451703856510"
"1767","108454927647281"
"1768","108455804029490"
