Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
310613372788542,Стражи,These ads ran without a disclaimer,≤100,10
350491992434154,Представительство Европейской комиссии в Эстонии,These ads ran without a disclaimer,≤100,2
118664518157382,Tartu Hoiu-laenuühistu,Tartu Hoiu-laenuühistu,≤100,2
101991676530778,NaiRe,Reformierakond,≤100,2
248142931901730,Lasnamäe Linnaosa Valitsus,Anne Luiska,≤100,1
480757262400643,«Ээсти 200» - Eesti 200,These ads ran without a disclaimer,≤100,1
1720359471542377,Ласнамяэская районная управа,Anne Luiska,≤100,1
511072459031336,Keskkonnatunnustused,These ads ran without a disclaimer,≤100,2
178362315106,European Parliament,These ads ran without a disclaimer,≤100,20
1627233643964859,Nikolai Degtjarenko_Николай Дегтяренко,These ads ran without a disclaimer,≤100,3
685165604952977,Kliimamuutused.ee,Eestimaa Looduse Fond,≤100,2
110114577024794,Международная Лига Смеха,These ads ran without a disclaimer,≤100,1
1959753937483931,"Jah vabadusele, ei valedele",These ads ran without a disclaimer,≤100,4
397035217100478,Tallinna Reforminoored,Reformierakond,≤100,4
146947168749935,Riigi Infosüsteemi Amet,These ads ran without a disclaimer,≤100,1
546087472188449,Haabersti Linnaosa Valitsus,These ads ran without a disclaimer,≤100,4
1654014408189363,PwC Estonia,PwC Estonia,≤100,4
192384015137,Põhjamaade Ministrite Nõukogu esindus Eestis,These ads ran without a disclaimer,≤100,6
322373121712471,Joel Jesse,These ads ran without a disclaimer,≤100,4
163984840706519,ADAPTER.ee,These ads ran without a disclaimer,≤100,3
322373121712471,Joel Jesse,Joel Jesse,≤100,10
1744621062240017,Tööstusest,Meediapilt OÜ,≤100,3
2187500814624584,Maris Raud Foto,These ads ran without a disclaimer,≤100,14
111405828926680,Eesti Tööandjate Keskliit,Eesti Tööandjate Keskliit,≤100,7
672935186404195,Heiki Lill,Heiki Lill,≤100,4
371060959954859,Eesti Keskerakonna Nõmme piirkond,These ads ran without a disclaimer,≤100,4
106427867424681,Our Solar System - Astronomy,These ads ran without a disclaimer,≤100,2
103691404931513,Dbrain,These ads ran without a disclaimer,≤100,6
304603650755,Justiitsministeerium,Kertu Laadoga,≤100,1
465634103822204,Aleksandr Zdankevits,Aleksandr Zdankevits,≤100,5
274848805895621,Keskkonnaministeerium,These ads ran without a disclaimer,≤100,2
199120560197883,Monster Music,These ads ran without a disclaimer,≤100,2
379901708696125,HG KURRE Grupp OÜ,These ads ran without a disclaimer,≤100,2
126060760828576,24Bottles,These ads ran without a disclaimer,≤100,6
1533230256924257,Etergo,These ads ran without a disclaimer,≤100,11
1819805324767935,Марина Кальюранд,Marina Kaljurand,≤100,8
229577020443637,Tagasi Kooli,Helena Tamm,≤100,9
100739938580808,Indrek Luberg,Indrek Luberg,≤100,4
206636172841242,Goworkabit,These ads ran without a disclaimer,≤100,2
1586756384954616,Новости Пыхья-Таллинна,These ads ran without a disclaimer,≤100,2
165505543854570,Edasi.org,These ads ran without a disclaimer,≤100,2
299986893904,SA Tartu Ülikooli Kliinikumi Lastefond,These ads ran without a disclaimer,≤100,1
503504990111763,Joosep Vimm,Joosep Vimm,≤100,2
120201966389,Noored Sotsiaaldemokraadid,These ads ran without a disclaimer,≤100,5
2975369855881371,Estlex OÜ,These ads ran without a disclaimer,≤100,2
262681199589,ALDE Party – Liberals and Democrats for Europe,ALDE Party – Liberals and Democrats for Europe,≤100,11
