Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
226308550874603,Fédération des Artisans - Luxembourg,Fédération des Artisans - Luxembourg,≤100,3
107898832590939,European Commission,These ads ran without a disclaimer,≤100,5
118343701536672,Fondation pour la Recherche Médicale,These ads ran without a disclaimer,≤100,14
184073941650945,Thorsten Wittmann  Finanzielle Freiheit leben,These ads ran without a disclaimer,≤100,2
351343058860816,Invest Generation,These ads ran without a disclaimer,≤100,4
183848034963974,YEPP,These ads ran without a disclaimer,≤100,2
176764549056145,Déi Gréng Nordstad,These ads ran without a disclaimer,≤100,1
0,Instagram User 1934754765,These ads ran without a disclaimer,≤100,1
116706926839633,Braindom,These ads ran without a disclaimer,≤100,5
281904555771607,Gool Gadgets Go,These ads ran without a disclaimer,≤100,52
8002590959,Rainforest Action Network,These ads ran without a disclaimer,≤100,32
227760901139062,Swissquote Luxembourg,These ads ran without a disclaimer,≤100,2
418951294827718,Wren + Glory,These ads ran without a disclaimer,≤100,17
1795711487369053,Chaleur de BÊTE,These ads ran without a disclaimer,≤100,24
128139983918863,Klensch Paul,Paul Klensch,≤100,6
156027427931155,Bois de Rose,These ads ran without a disclaimer,≤100,4
701167923265599,Corinne Cahen,Corinne Rachel Cahen,≤100,1
31942741556,Icelandair,These ads ran without a disclaimer,≤100,2
101542401723089,Fred Keup - Chamber,Fred Keup,≤100,3
1425207144358658,"Home Services Lux - Ménage, Garde d'enfants, ramassage scolaire & conseil",These ads ran without a disclaimer,≤100,3
143022755731834,𝐈𝐬𝐥𝐚𝐦 𝐍𝐞𝐭,These ads ran without a disclaimer,≤100,42
100247478088205,Chantal Gary,These ads ran without a disclaimer,≤100,1
146955527905,EU Civil Protection & Humanitarian Aid - ECHO,These ads ran without a disclaimer,≤100,8
1535584293144845,Perle de Beauté Institut,These ads ran without a disclaimer,≤100,1
242351902481164,The Radical Tea Towel Company,These ads ran without a disclaimer,≤100,8
564898497026879,Christine Göttfried,These ads ran without a disclaimer,≤100,14
368797770188180,Vitalschnuffen asbl,These ads ran without a disclaimer,≤100,1
1878320149136407,Rise of Empires: Ice and Fire,These ads ran without a disclaimer,≤100,2
1261801510582349,I Heart My Baby Kids,These ads ran without a disclaimer,≤100,170
161567570579610,Action Solidarité Tiers Monde - ASTM,Action Solidarité Tiers Monde,≤100,1
312567513172,Tufina Watches,These ads ran without a disclaimer,≤100,1
122074554119,EU Social,These ads ran without a disclaimer,≤100,4
146316935047,SECOURS ISLAMIQUE FRANCE,These ads ran without a disclaimer,≤100,2
2139519573033943,Tocrop,These ads ran without a disclaimer,≤100,2
