Page ID,Page Name,Disclaimer,Amount Spent (RON),Number of Ads in Library
447198189157512,PNL Nehoiu,Mircea-Ciprian Posea,439,11
391602858244454,USR Bistrița Bârgăului,USR Bistrița Bârgăului,439,8
112251487096406,Alianța pentru Unirea Românilor Călărași,Simion George-Nicolae,438,5
1859094760996988,USR Salonta,Uniunea Salvati Romania,438,6
284463961703073,Orasul Roznov,Iosub Robert-Adrian,437,1
104921221296190,Idorași Adrian-Cornel,Idorasi Adrian-Cornel,437,9
111628953585838,George Bălțatu,George Baltatu,437,10
1876727935882404,Bogdan Bola,Partidul Național Liberal filiala Constanța,437,3
501144520087248,Ripostapenet,Micro Media Soft,437,9
678840505584990,PNL Bucuresti,PNL București,437,7
478551685592616,Ioan Emanuel CLEJ,These ads ran without a disclaimer,436,5
215093785651637,Reiden Business Consulting Bucuresti,These ads ran without a disclaimer,436,1
104395077754792,Pârv Mihai,PSD Arad CMF 21200019,436,5
116661440096334,Romeo Eugen Costică,MINCULEASA CLAUDIU-NICOLAE,436,33
108914137434331,Alianța pentru Unirea Românilor Sălaj,Simion George-Nicolae,436,5
107094531109349,Harabagiu Matei Robert,Maria Vîrjoghe,435,14
29092950651,TED,These ads ran without a disclaimer,435,5
1687121281505091,Petrean Gheorghe Iustin - candidat Primar comuna Galda de Jos,Gheorghe Petrean,435,42
1363680237011254,Project Ascension,These ads ran without a disclaimer,435,1
684742874888014,Creative Minds Kindergarten,These ads ran without a disclaimer,435,2
110322730625736,Alianța pentru Unirea Românilor Giurgiu,Simion George-Nicolae,435,5
389883831183141,PNL Vâlcea,PNL Vâlcea,435,71
393037280875657,Europe in my region,These ads ran without a disclaimer,434,2
221391101540274,Roșca Emanoil-Răzvan,Emanoil Roșca,433,19
104499821336873,Marian Petrescu,Uniunea Salvați România - USR,433,16
153410991395492,Dr Adina Alberts,These ads ran without a disclaimer,433,3
673794479462442,USR Matca,Florin Chirițoiu,432,18
106374440937029,Cătălin Stanciu,Stanciu Catalin Dorian Nicolae,432,4
106602121162116,Emilian Gabor,Ioan-Emilian Gabor,432,9
100514628341053,Olariu Costel Sorin,These ads ran without a disclaimer,432,18
107987727697386,Narciz AMZA - Candidat Independent Eforie,Narciz Amza,432,5
624378404873325,Bogdan Dumitrescu,Bogdan Dumitrescu,431,8
188406671615404,Adrian Dacica,Adrian Laurentiu Dacica,431,15
112284930242915,Gabriel Predescu pentru Comuna Podenii Noi,These ads ran without a disclaimer,431,9
114236173563547,Alianța pentru Unirea Românilor Tulcea,Simion George-Nicolae,431,5
572314016118218,Trutzi,These ads ran without a disclaimer,431,3
260419237866,World Vision Romania,World Vision Romania,430,20
102178545027361,Marius Sută,Marius Sută,430,7
113587086708087,Danciu Cristian,Danciu Cristian,430,5
106904307458716,AUR,Simion George-Nicolae,429,2
105991107620451,USR Mărăcineni,USR Argeș,429,7
113404033776885,Herta Gabriel Vasile,These ads ran without a disclaimer,429,8
101161965173287,Ropres,Ropres.ro,429,28
2374762896143780,H2O srl reducere carburant,These ads ran without a disclaimer,429,1
651492905366009,USR Iordăcheanu,USR Prahova,429,3
879029628954000,USR Cehu Silvaniei,Uniunea Salvati Romania Filala Salaj,428,2
104216164261359,USR Bascov,These ads ran without a disclaimer,428,6
106110847823463,JurisDictio,These ads ran without a disclaimer,427,1
358400641632116,George Hari Popescu - Ministrul Cyberculturii,George Hari Popescu,427,14
297642743698707,RMDSZ Kolozsvári Szervezet,Div ads,427,12
1508163162762486,GRUNDIG,These ads ran without a disclaimer,427,15
618984848617430,Ioan Popa,Apostol Andrei,426,5
872727552790073,PNL Timişoara,PNL Timişoara,426,3
147742309201775,Bogdan Gavrilescu,Gavrilescu Bogdan,426,12
100388498419647,Iulian Popescu,These ads ran without a disclaimer,426,3
585661388280085,Crisan Gheorghe Florin - Consilierul tau - CL Zlatna,Gheorghe Florin Crisan,426,18
999175070286614,USR Dumbrăveni,Uniunea Salvați România - USR,426,2
210819049512024,Iulian Cimpoeșu,Cimpoesu Iulian,426,13
105004567519762,Bardócz László oldal,Bardocz László,426,8
381754058838669,USR Beiuş,Uniunea Salvati Romania,425,9
808223545858756,PSD Arges,Partidul Social Democrat,425,2
193841858161410,USR Turnu Roșu,Uniunea Salvați România - USR,425,2
138013066338332,Asociația Umanistă Română,Adrian Călugăru,425,2
503645089829949,Vasile Zaharia,These ads ran without a disclaimer,425,20
104521871161055,Barbu Bogdan,Bogdan-Viorel Barbu,424,5
100747311502499,Primaria comunei Tasca,Media PR Grup,424,11
109098077266578,Lucian Stelian Topalagă,Alexandra Topalaga,423,7
1836365373266980,Cooking Diary,These ads ran without a disclaimer,423,1
1942526876058600,USR Curtea de Argeș,Adrian Cîrstea,423,2
1878320149136407,Rise of Empires: Ice and Fire,These ads ran without a disclaimer,423,2
101103821553961,Mihai Vornicu,Mihai Vornicu,423,13
102378434687208,Radu Lupas,Partidul Republican din România,422,7
129574571934736,Aurel Popescu,Drobeta Online - Stiri din Mehedinti,422,12
115554383582039,Alin Stanciu,Stanciu Alin,422,9
828100260642722,PES Activists Constanta,These ads ran without a disclaimer,421,19
1172718426144603,PNL Dorohoi,Partidul Național Liberal - Botoșani,421,6
518963091822073,Meseseanu Razvan-Ilie,Marian Dorin Pîrloagă,420,9
1774368136184466,Pavel Popescu,These ads ran without a disclaimer,420,1
103102518265289,Ionut Gaita,Ionut-Sorinel Gaita,420,5
108515617649554,R3media,R3Media,420,18
114355697024403,Costin Alexandru Zăbavă,Costin Alexandru Zăbavă,420,7
1770061043282206,PNL Flamanzi,Partidul Național Liberal - Botoșani,420,6
105051917996675,Paul Valentin Armașu,Frant Cristian-Florin,420,3
2080109865342861,Mihnea Dobre,USR București,420,2
1841876106118515,Pollyanna Hangan,Pollyanna Hangan,420,6
102260008290445,Adrian Grancea,Partidul Verde Brasov,420,7
2014752271869735,Vasile Boca,USR Suceava,420,3
104551944472287,Alexandru Ifrim,These ads ran without a disclaimer,419,3
1776027982663218,Bhairavi Yoga,Daiana Radulescu,419,33
100296704772989,Wildlife Mission,These ads ran without a disclaimer,419,15
113009310432947,Cheșa Ilie,These ads ran without a disclaimer,419,8
131857418657746,PER Slobozia,Admin Tools,419,2
109571967115630,Andrei Lăzărescu,Uniunea Salvati Romania,419,4
947382455420408,USR Nușfalău - Szilágynagyfalu,USR Sălaj,419,4
271881082995170,Reper24,These ads ran without a disclaimer,419,6
102895024828471,Andrei Nagy,Andrei Nagy,418,13
114550730394594,Consilier Costel Filip,Filip Costel,418,4
104281267623702,Carmen Adriana Ichim,These ads ran without a disclaimer,417,5
105800338011975,Cristian Horj Page,Lollipop Advertising,417,6
748168345273622,Romapis,Constantin Dobrescu,416,4
104804724615000,Gabriel Tischer,Gabriel Tischer - Forumul Democrat al Germanilor Sibiu,416,7
105389611271199,Andacs Zsolt Levente,RMDSZ Kolozs Megye,416,6
461838944252133,PNL Târgoviște,These ads ran without a disclaimer,416,27
108134810667090,Partidul Verde Constanta,Pavel Cristian,415,4
351920454997749,RMDSZ Hunyad Megyei Szervezete,Winkler Iuliu,415,5
1190871690932388,Petre Ionel,Istrate George-Alexandru,415,5
101754904973642,Constantin Nițe,Constantin Nițe,414,4
104123544616646,Stirile,These ads ran without a disclaimer,414,2
175570835813637,Association for Civil Rights in Israel (ACRI),These ads ran without a disclaimer,414,1
444661942362092,USR Sector 4,These ads ran without a disclaimer,413,9
105489094351992,Morariu Mihai consilier local,Mihai Morariu,413,16
112058750392595,Pascu Nicolae,PSD Prahova,412,9
575881099537222,PNL Popesti-Leordeni,George-Adrian Stefanescu,411,1
779172575495699,Migroconsult,These ads ran without a disclaimer,411,2
110059602410495,Mihai Troaca,These ads ran without a disclaimer,411,7
257270731411286,Mario Ovidiu Oprea,These ads ran without a disclaimer,411,4
160264847958816,Fashion Cool,These ads ran without a disclaimer,410,1
325398644877268,Dedicații,USR Galați,410,3
175293925828191,Kelemen Hunor,These ads ran without a disclaimer,410,5
119586159429470,Petru Florea,These ads ran without a disclaimer,410,8
173504912667699,DNS International Teacher Training College,These ads ran without a disclaimer,409,19
2092685084184970,Buletin de București,Buletin de București,408,3
786785481455177,Dragos Daniel Stefan,Daniel-Dragoş Ştefan,408,4
815387381909755,Fashion Boudoir Boutique,These ads ran without a disclaimer,408,1
831481247188270,PSD Vladimirescu,These ads ran without a disclaimer,408,2
105257071307565,Iancu Stefan,PSD ILFOV,408,5
280439245717913,Ciprian Alin Belean  - Primar al comunei Râciu - jud. Mureș,These ads ran without a disclaimer,407,8
381102838969458,Teodora Munteanu,Teodora Munteanu,407,14
1765871183647259,Radu Ioan Danciu,Candidat Independent,407,18
243470906428319,Juhász Hajnalka,These ads ran without a disclaimer,406,1
110792663815605,Bogdan Dăscălescu,Bogdan Dăscălescu,406,6
100230258267614,Erdélyi Magyar Szövetség Csíkmadaras,EMSZ,406,25
1377029229236196,FÎLFĂNESCU Sorin Ion,These ads ran without a disclaimer,406,2
279015256066684,Beatrice Tudor,These ads ran without a disclaimer,406,5
610731009277987,Catalin Iapa,These ads ran without a disclaimer,405,7
107173517804106,Daniel Bodnar,SET ONLY 4 MARKETING pentru Daniel Bodnar,405,3
276530103099756,Iulian Dronca,PLUS Arad,404,5
1103544283019462,Partidul Miscarea Populara Bragadiru,Partidul Mișcarea Populară,404,5
112544420292654,Cristian Valu,PRO ROMÂNIA DÂMBOVIȚA,404,7
2223439231248538,USR Șendreni,USR Galați,404,5
1803205600004287,Atelier Nichita,These ads ran without a disclaimer,404,1
603437779723768,PSD Timis,Code UI,403,3
103345941471893,Mircea Sandulescu,PSD Brasov,403,3
579703632558135,Art therapy by Mariana Rada,These ads ran without a disclaimer,403,1
958364000868431,PMP TV,Amerisoft,403,2
514769285337113,Nagyváradi RMDSZ,Heus Media Service,403,10
2097401573836964,Responsabil DPO,These ads ran without a disclaimer,403,3
1042330749126732,Partidul Verde Ghiroda & Giarmata Vii,Partidul Verde Timiș,403,2
262558741295408,Dan Andronic. Împotriva abuzurilor și a prostiei,These ads ran without a disclaimer,403,1
977959112392303,Partidul Social Democrat Independent,H5 Strategies,403,10
101364784644183,Ovidiu Mos,HD24.ro,403,3
111356930592777,Stelian Ene,USR Sector 3,402,13
1239650392740519,Horațiu Buzatu,Horatiu Buzatu,401,6
102891201510964,Partidul REZIST,Petrică Folică,401,4
108993054194031,Andrei Postică,Andrei Postică,401,13
583691772071461,Rey Adrian - Radu,Adrian-Radu Rey,401,4
110234230513019,Gheorghe Sorin Depcia,Confort Media (Aldo Detail Direct SRL) pentru Partidul National Liberal - Filiala Hunedoara,401,4
798375087197159,Interzis la stânga,ETIS Design,400,1
190916414260912,Alex Gavan,Alex Gavan,400,9
118897528701114,PNL Iclănzel,PNL Mures,400,1
2658085720898451,PLUS Sector 1,Corina-Roxana Grigoriu,400,2
511902975647230,Lucian Morar,Partidul Mișcarea Populară,400,2
108781027617703,Nicolas Stroe consilier pentru Constanta,Oana-Iuliana Stroe,400,1
109815764001600,Stop Covid-19 Sibiu,These ads ran without a disclaimer,400,2
156509287741553,Tiger Energy Drink - Romania,These ads ran without a disclaimer,400,2
636151266473740,Automotive Albaca,These ads ran without a disclaimer,400,1
104262967644801,Dan Mureșan,Partidul Uniunea Salvati Romania,400,3
1086014981415764,Someș Delivery,Someș Delivery,400,5
219106598995192,Iulia Dudu,USR - Uniunea Salvați România,400,1
267044410338956,Gheorghiu Bogdan,ETIS Design,400,2
112284930242915,Gabriel Predescu pentru Comuna Podenii Noi,Nicolae-Gabriel Predescu,400,12
191824551701050,PIRAT București,These ads ran without a disclaimer,400,4
1063852297127170,Andrei Macsut,Andrei Macsut,400,4
1818037491742463,A7TV,A7TV,400,2
357851724578369,Asociația Forestierilor din România - ASFOR,Asociația Forestierilor din România - ASFOR,400,2
110735404061420,Doru Oprea,"Partidul Libertate, Unitate și Solidaritate",400,3
107414614506121,Narcis Mircescu,Codruț-Ionut Bădescu,400,3
110820620455839,Valentina Ţoţa,WeCreate Ads,400,4
104948128008915,Tofan Ramona Mirela,USR Neamt,400,1
100969321741364,Iusco Dumitru,Tropic Solutions,400,3
1450227261862873,Valentin Licxandru,Valentin Licxandru,400,5
101700728405395,Si Eu Reusesc Cluj Napoca,A.L.E.G.,400,6
217556561734087,Iulian Braniste,Iulian Braniste,400,7
594255144555484,Marosszentanna községi RMDSZ,RMDSZ Maros megye,400,10
197010651097652,PNL Comuna Bonțida Cluj,TMK Research Services,400,1
276092909160685,Eugen Țapu-Nazare,ETIS Design,400,1
111557897298537,Ciprian Alexandru,USR PLUS Giurgiu,400,4
853930504670255,European Jewish Association,These ads ran without a disclaimer,400,2
952675568253560,Tu decizi pentru un aer mai curat,Marius Mihai Cazacu,400,3
978167322355961,Cotea Flavius-Gabriel,These ads ran without a disclaimer,400,5
109636277157775,Shop Box Concept,Razvan Radulescu,400,2
310836972272215,ASUR - Asociatia Secular-Umanista din Romania,ASUR - Asociatia Secular-Umanista din Romania,400,2
109868933980394,Opiniada,Stelian Negrea,400,1
112676660428460,Tatár Imola,DIGITAL TRANSILVANIA LIFESTYLE,400,4
103683491290079,Costin Dumitrache,USR,400,4
168212409904943,Madalin Augustin Ionescu,These ads ran without a disclaimer,400,2
178897696295231,Paul Știr,These ads ran without a disclaimer,400,4
103382548033036,DescoperaBraila.ro,These ads ran without a disclaimer,400,1
2054973768128327,"Departamentul pentru Cultură, Culte și Identitate Națională",Partidul Social Democrat,400,1
104739364698855,Tiberius  Berbece,USR Neamt,400,1
573453273321273,Mitică Paraschiv,SC Impact Consulting Distributie SRL,399,7
444983296035846,PLUS Bihor,These ads ran without a disclaimer,399,7
110043310793668,Precup Nelu Dan,Silvia Express SRL,398,5
730400177165347,Cosmin Teodorescu,Cosmin Teodorescu,398,14
1655128251262514,USR Oțelu Roșu,USR-Caras-Severin,398,4
102924621086087,Turda TV,Turda TV,398,2
412768212122945,Bogdan Manafu,Partidul Mișcarea Populară Bihor,398,1
112603300546284,Camelia Bertea,USR Brașov,398,3
177149692743866,Dragos Titea,These ads ran without a disclaimer,397,9
103507984898696,Florin Piper-Savu,PSD Teleorman,397,4
105980177650805,Ștefănescu Laurențiu Costin,These ads ran without a disclaimer,397,5
202078200571682,Călin Gal,Calin Gal,396,8
100247718313406,Alianta pentru Unirea Românilor Alba,Simion George-Nicolae,396,5
116298793523862,Vasile Băbuș Consilier,PNL Borlești,396,3
744028202367270,USR Tulcea,These ads ran without a disclaimer,396,3
552241971953432,USR Doljești,USR Neamt,396,2
205688856444293,Erdélyi Magyar Szövetség - Hargita megye,Erdélyi Magyar Szövetség,395,27
181924628560212,SumOfUs,These ads ran without a disclaimer,395,1
136902520189642,Talpas Botond,Polacsek Péter,395,7
110918937392152,Florin Galis -pentru Arad 2020,SC ICETECH COMPANY SRL,395,2
1523160154604279,Petrea Dorin Silviu,Petrea Dorin Silviu,395,9
167384687243840,USR Ștefănești - Argeș,USR Argeș,395,3
770378279722468,Ioan Bîldea,Bîldea Ioan,395,11
290948041620056,Susțin PRO România Rădăuţi,PRO România Suceava,395,2
187714574929339,Florin Adrian Hopșa,These ads ran without a disclaimer,394,7
101161965173287,Ropres,ROPRES.RO,394,23
203089120271336,Mariana Stanescu antreprenor,These ads ran without a disclaimer,394,2
104410204706648,Florin Borbely,Borbely Florin,394,7
121025383067352,Marcel Bancoș,PLUS Maramureș,393,8
111832550410360,Tiberiu Lixandru,Tiberiu Lixandru,393,22
968220829963283,PSD Pecica,PSD Arad,392,26
791399554276251,PER Caras-Severin,Ecologist Caras Severin,392,13
120486279794655,Voinea Virgil Octavian,Virgil Octavian Voinea,392,8
1700580650199379,PNL Făgăraș,These ads ran without a disclaimer,391,12
104432818033408,Tóásó Imelda,RMDSZ Brassó megyei szervezete,391,11
110786843993342,Cristian Paul Ichim,Cristian Ichim PLUS,391,13
1722820898009853,USR Marghita,Uniunea Salvati Romania,391,8
158714780827513,UNFPA,These ads ran without a disclaimer,391,4
260060994119707,Vis3z,These ads ran without a disclaimer,390,1
218643872921259,Costel Murgoci,Sergiu Anghel,390,4
637285706693888,Cosmin Poparad,Cosmin Poparad,390,4
2065206920253892,USR Avrig,Uniunea Salvați România - USR,390,2
1500893963467932,Legyen ELÉG,These ads ran without a disclaimer,389,4
106735604502240,PNL Aninoasa Hunedoara,Confort Media (Aldo Detail Direct SRL) pentru Partidul National Liberal - Filiala Hunedoara,389,1
979274598853221,USR Gorj,These ads ran without a disclaimer,389,4
101233561273597,Adrian Alda,Adrian Alda,388,21
1728821047350437,Adrian Ioan Veştea,These ads ran without a disclaimer,388,4
1788117491406004,Dan Vasile Dumitru,Andrei Bulat,387,6
100429291886281,David Felicia,David Felicia,387,9
222499971192446,VictorDragusin,These ads ran without a disclaimer,387,5
804772446345825,Kärcher Home & Garden,These ads ran without a disclaimer,387,2
109943214168670,Marius Mihai Bordaș - Candidat Independent,Marius Bordaș,386,2
2036581696634009,Ionel Vlad,Vlad Ionel,386,30
271640503434563,USR Rebrișoara,USR Rebrișoara,386,6
121811062957175,Daniel Zinica,Zinica Daniel,386,12
458918164847350,Camelia Danda,These ads ran without a disclaimer,386,18
239427482860890,Uniunea Independentă pentru Sighișoara,Loopaa,385,2
1018805581657311,USR Baneasa,USR Constanța,385,3
894715383990595,ENI CBC Romania-Ukraine 2014-2020,These ads ran without a disclaimer,385,3
1972921123021023,USR Cernica,USR Cernica,384,10
1920158678081160,Nemzetpolitikai Államtitkárság,These ads ran without a disclaimer,384,9
779172575495699,Migroconsult,Migroconsult,384,1
111553790421702,PRO România - Organizația Locală Craiovița Nouă,These ads ran without a disclaimer,384,8
