Page ID,Page Name,Disclaimer,Amount Spent (RON),Number of Ads in Library
103513854335079,Minimatistore,Oana Alexandra Mihai,≤100,1
1510619875899132,Octavian Partac,These ads ran without a disclaimer,≤100,1
1734122893367635,The Overpopulation Project,These ads ran without a disclaimer,≤100,2
288645521599305,Daniel Constantin Muntean,These ads ran without a disclaimer,≤100,2
275002819505773,Cabinet de avocat Burada Alexandra,These ads ran without a disclaimer,≤100,1
504084143034666,Doru Viorel Ursu,These ads ran without a disclaimer,≤100,1
1039945679423252,Dragos Dumitrascu • Hakushin-Kai,These ads ran without a disclaimer,≤100,1
110896680707159,Lorena Bogdan - Restea,These ads ran without a disclaimer,≤100,1
189860304780912,Revista Utilaje&Constructii,These ads ran without a disclaimer,≤100,1
112221886788745,Definiția Manipulării,These ads ran without a disclaimer,≤100,2
112785790502756,Samuel Lupulescu,These ads ran without a disclaimer,≤100,1
103606694782799,Petrică Duță cu cetățenii se implică în Comuna Finta,These ads ran without a disclaimer,≤100,1
110976275594963,TurdaNews,TurdaNews,≤100,1
108356327452995,PRO România Petrila,These ads ran without a disclaimer,≤100,1
423957871440628,USR Mircești,These ads ran without a disclaimer,≤100,1
105290361368386,Gianina Lazanu,These ads ran without a disclaimer,≤100,2
340365952736683,Alin Nica,These ads ran without a disclaimer,≤100,1
100244975106092,PNL BALDOVINESTI-Olt,These ads ran without a disclaimer,≤100,1
111409247331985,Mihaela Natea,These ads ran without a disclaimer,≤100,1
101965611291294,PNL Topolog,These ads ran without a disclaimer,≤100,2
0,Instagram User 5585785389,These ads ran without a disclaimer,≤100,1
101779161165497,Pro Brasov,These ads ran without a disclaimer,≤100,1
112776430629875,Constanta Tv,These ads ran without a disclaimer,≤100,1
217534908589084,Nicolae Gnatiuc,These ads ran without a disclaimer,≤100,2
102470627961516,EcoFerma,These ads ran without a disclaimer,≤100,3
188858075385476,Oceans Govern Climate,These ads ran without a disclaimer,≤100,1
2064574156930489,A1,These ads ran without a disclaimer,≤100,6
130616391827886,Ioan Mihalache,Ioan Mihalache,≤100,1
110092687456256,Alexandru Bugyi,These ads ran without a disclaimer,≤100,1
104857884787429,Parohia Ortodoxă Română Timișoara Fabric Est,These ads ran without a disclaimer,≤100,1
715020932224713,Flavius Călin Uțu Hurdea,These ads ran without a disclaimer,≤100,2
121759081312663,Cătălina Bozianu,These ads ran without a disclaimer,≤100,1
102613348208548,Lorin Constantin Barbălată,Lorin Barbalata,≤100,1
102678084823736,ALDE Turnu Măgurele,These ads ran without a disclaimer,≤100,1
340592236419862,PSD Alba,PSD Alba,≤100,5
424877291185514,Barikada,These ads ran without a disclaimer,≤100,1
330769507595663,Do One Brave Thing,These ads ran without a disclaimer,≤100,2
114578720269283,Ateliere online,These ads ran without a disclaimer,≤100,1
688245964673212,Asociatia Nationala a Victimelor si Prevenirea Accidentelor Rutiere,These ads ran without a disclaimer,≤100,1
106014131195236,Laurențiu Iagăru,These ads ran without a disclaimer,≤100,1
447061715655167,The Trust Word,These ads ran without a disclaimer,≤100,1
276970053226867,USR Buhoci,These ads ran without a disclaimer,≤100,1
627785547665435,Mihai Bejan,These ads ran without a disclaimer,≤100,2
1620334361622404,Nistor Dániel,These ads ran without a disclaimer,≤100,1
101367941236408,Isabela Boțogan,These ads ran without a disclaimer,≤100,1
1080266312084792,Casa Avocatura Raducanu,These ads ran without a disclaimer,≤100,1
260913916293,Zoli TOTH,These ads ran without a disclaimer,≤100,1
103416237923285,Adrian Pușcaș,These ads ran without a disclaimer,≤100,1
493157104145738,Anca Daniela Raiciu - Politician,These ads ran without a disclaimer,≤100,1
934661773391008,Cosa Nostra - Campulung,These ads ran without a disclaimer,≤100,2
100659908627971,Happy Birthday 2 You,These ads ran without a disclaimer,≤100,3
2871161146234161,PrintShop By Designhill,These ads ran without a disclaimer,≤100,9
570004087025025,Teodor Voicu,These ads ran without a disclaimer,≤100,1
807941322931602,PLUS Tulcea,These ads ran without a disclaimer,≤100,1
103687231251108,Ovidiu Barbul,These ads ran without a disclaimer,≤100,1
113167687013504,Organizaţia  PMP Moşoaia,These ads ran without a disclaimer,≤100,2
296830993663685,IQads News,These ads ran without a disclaimer,≤100,2
102675551248896,Platforma Social Liberală Constanța,These ads ran without a disclaimer,≤100,1
326472717843773,Anca Lupu,These ads ran without a disclaimer,≤100,1
1992712767649895,Adrian Miuțescu,These ads ran without a disclaimer,≤100,2
429793827472447,Best Apps In The World,These ads ran without a disclaimer,≤100,24
100469608596186,Octavian Morariu,These ads ran without a disclaimer,≤100,2
1009317936125317,PSD Olcea,These ads ran without a disclaimer,≤100,1
108724637583599,Smart Shop SR,These ads ran without a disclaimer,≤100,1
0,Instagram User 6433081375,These ads ran without a disclaimer,≤100,1
105499934397561,TNL Târgu Lăpuș,These ads ran without a disclaimer,≤100,4
188878181569726,Daniela Oteşanu,These ads ran without a disclaimer,≤100,1
364108144197571,USR Mireșu Mare - Maramureș,These ads ran without a disclaimer,≤100,1
114235440119945,PNL Floresti,These ads ran without a disclaimer,≤100,1
0,Instagram User 1646394975,These ads ran without a disclaimer,≤100,1
2153347471610605,USR Tecuci,These ads ran without a disclaimer,≤100,1
2326630207423522,anya_volchik,These ads ran without a disclaimer,≤100,7
0,Instagram User 2654233585,These ads ran without a disclaimer,≤100,1
895542970553886,Martec Autotehnic SRL,These ads ran without a disclaimer,≤100,1
103319424822128,Brebu Constantin,Brebu Constantin,≤100,1
110899097316863,Organizatia PNL Girov,These ads ran without a disclaimer,≤100,2
779335275738093,Podul,These ads ran without a disclaimer,≤100,1
114836680056798,Doza de cultură politică,These ads ran without a disclaimer,≤100,1
589113161590901,Bealcovschi Bogdan,These ads ran without a disclaimer,≤100,1
267541084018400,USR Seini,These ads ran without a disclaimer,≤100,1
398016417070535,Ziarul Oglinda de Azi,These ads ran without a disclaimer,≤100,1
120903019304964,Smart City Moscow,These ads ran without a disclaimer,≤100,1
387210468513034,Konak Pensiune&Restaurant,These ads ran without a disclaimer,≤100,1
114352718583668,nb1.hu,These ads ran without a disclaimer,≤100,4
1757774301036139,Transylmagica,These ads ran without a disclaimer,≤100,1
115154546527649,Nyíregyházi Futófesztivál az Orha Művek támogatásával,These ads ran without a disclaimer,≤100,1
104617174213855,PLUS Cisnădie,These ads ran without a disclaimer,≤100,1
103003111320517,"Partidul Miscarea Populara, Medias",Aldea Ioan,≤100,1
102224651396822,Implicat in Valea Lupului,These ads ran without a disclaimer,≤100,2
1585503788418339,Felix Cozma,These ads ran without a disclaimer,≤100,1
100746634703382,Brezoaele - Back to the Future,These ads ran without a disclaimer,≤100,3
103103228407463,Iauzecelabac,These ads ran without a disclaimer,≤100,1
333051004007448,Art Hotel,These ads ran without a disclaimer,≤100,2
386115792120803,Serban George,These ads ran without a disclaimer,≤100,1
308724115998186,Craciun rosu de Dan-Emilian Tinica,These ads ran without a disclaimer,≤100,1
111117623961729,Opinia Sangeorzenilor,These ads ran without a disclaimer,≤100,1
107319171009046,PLUS Somova,These ads ran without a disclaimer,≤100,1
105946257638206,Alianța Național Țărănistă - Organizația Județeană Maramureș,Alianta National Tranista,≤100,2
102370924929943,Dumitru Romică,Romica Dumitru,≤100,1
101930768028447,Enayati Medical City,These ads ran without a disclaimer,≤100,4
103407534378709,Firma-de-Constructii,George Paraschiv,≤100,1
462736407607981,Farmasi4you,Stavarache Dumitru Ioan,≤100,1
653537924799557,Votez pentru sanatate,These ads ran without a disclaimer,≤100,1
104461357722995,Genius,These ads ran without a disclaimer,≤100,7
204279623496626,USR Știuca,These ads ran without a disclaimer,≤100,2
1480652828829030,Cristi Manolache,These ads ran without a disclaimer,≤100,1
184621728773462,Politică cu Meșterică,These ads ran without a disclaimer,≤100,1
2263066200619150,USR Săliștea de Sus,These ads ran without a disclaimer,≤100,1
0,Instagram User 9415600057,These ads ran without a disclaimer,≤100,1
815139465195827,RFI Republica Moldova,These ads ran without a disclaimer,≤100,1
717280648433558,Primăria Felnac,These ads ran without a disclaimer,≤100,1
116146670226648,Pro România - Organizația Ramna,Danciu Sebastian Ion Iancu,≤100,1
308413103208447,Solo Delivery,These ads ran without a disclaimer,≤100,1
320760818442650,Techcelerator,These ads ran without a disclaimer,≤100,1
391315028126096,PNL Bughea de Sus,These ads ran without a disclaimer,≤100,2
2139346793031836,Когда на душе тепло,These ads ran without a disclaimer,≤100,2
323207465002411,USR Vadu Izei,These ads ran without a disclaimer,≤100,1
114771773687708,Boboi Liviu Dumitru,These ads ran without a disclaimer,≤100,1
203870889756783,Russian International Affairs Council,These ads ran without a disclaimer,≤100,2
1120024531500849,Eugen Terente -Tulcea,Terente Eugen,≤100,1
0,Instagram User 7129387406,These ads ran without a disclaimer,≤100,2
112601017069369,Știri din Severin,Alexandru-Adrian Secetă,≤100,1
111059660716650,Zoltan GZ,These ads ran without a disclaimer,≤100,1
100201984710585,annemariearnu,These ads ran without a disclaimer,≤100,1
358410600886559,Ziarul de Valcea,These ads ran without a disclaimer,≤100,1
937045783041310,Smart Balance Romania,These ads ran without a disclaimer,≤100,2
112160837248733,NAGY LACI BARÁTi KÖR.,These ads ran without a disclaimer,≤100,3
115274363251729,Stop Abuzurilor Impotriva Animalelor,These ads ran without a disclaimer,≤100,1
204890846382479,Nőileg,These ads ran without a disclaimer,≤100,1
0,Instagram User 8939086276,These ads ran without a disclaimer,≤100,2
104268951228465,Fazakas Miklós,These ads ran without a disclaimer,≤100,1
551469802041894,Marius Cătană,These ads ran without a disclaimer,≤100,1
372508406531748,16 Zile în Cluj • 16 Days in Cluj,These ads ran without a disclaimer,≤100,1
101773278158392,Drobeta Turnu Severin - Știri,These ads ran without a disclaimer,≤100,1
114460923709287,4media.INFO,These ads ran without a disclaimer,≤100,1
147742309201775,Bogdan Gavrilescu,These ads ran without a disclaimer,≤100,1
1210660465655158,Radio Cuibul Lupilor Albi,These ads ran without a disclaimer,≤100,2
129282105337123,Daniela Cadîr,These ads ran without a disclaimer,≤100,1
105656807727809,PSD CORBI,These ads ran without a disclaimer,≤100,2
111890367096070,Partidul Verde SB,These ads ran without a disclaimer,≤100,1
106075627641480,Alianța USR PLUS Mureș,These ads ran without a disclaimer,≤100,1
396418724448672,USR Aninoasa,These ads ran without a disclaimer,≤100,1
408851636619248,Albina Serra,These ads ran without a disclaimer,≤100,1
132720449036,Magyar Kerékpárosklub,These ads ran without a disclaimer,≤100,1
103307054600342,Sabău Sorin,These ads ran without a disclaimer,≤100,1
288202044934655,Rasaliu Marian,These ads ran without a disclaimer,≤100,1
756003711250856,TMB resurse umane,These ads ran without a disclaimer,≤100,1
10150152963885529,Debrecen Today,These ads ran without a disclaimer,≤100,1
2364507423831078,Asociația Iele-Sânziene,These ads ran without a disclaimer,≤100,1
103681154557241,Dr Baker,These ads ran without a disclaimer,≤100,1
1693538404064465,Magyar Hang - A Túlélő Magazin,These ads ran without a disclaimer,≤100,1
109287917483456,Mybreath,These ads ran without a disclaimer,≤100,1
1741580895908838,Partidul mișcarea populară-Daia Română,These ads ran without a disclaimer,≤100,1
767952000001198,Синхронизация,These ads ran without a disclaimer,≤100,24
101978878053157,dolce.aminta,These ads ran without a disclaimer,≤100,1
424474541090062,UAP1Decembrie,These ads ran without a disclaimer,≤100,1
104455077706254,Cristian Nechifor PSD,These ads ran without a disclaimer,≤100,1
210358712896604,USR Balotești,These ads ran without a disclaimer,≤100,1
102762667796141,Csaba Kiss,These ads ran without a disclaimer,≤100,1
111162566891271,andreeagherasimm,These ads ran without a disclaimer,≤100,1
103468534528358,USR Marișelu,These ads ran without a disclaimer,≤100,1
106370347371466,PLUS Câmpeni,These ads ran without a disclaimer,≤100,1
223804861124146,Razvan Mitu,These ads ran without a disclaimer,≤100,1
105416276160801,FinGlobal,These ads ran without a disclaimer,≤100,18
115266693185097,Organizația Femeilor Liberale Pitești,These ads ran without a disclaimer,≤100,1
102019694944347,calmnature_,These ads ran without a disclaimer,≤100,1
101694991218186,Reciclează in Popesti Leordeni,These ads ran without a disclaimer,≤100,1
107605350629083,andrei_paraschiv23,These ads ran without a disclaimer,≤100,2
1684724295099974,Trending Taiwan潮台灣,These ads ran without a disclaimer,≤100,1
1168040919950767,Acte Românești,These ads ran without a disclaimer,≤100,1
146828502662,Pakistan Defence,These ads ran without a disclaimer,≤100,1
296127894251801,USR Bârna,These ads ran without a disclaimer,≤100,1
589829851444495,Octavian Radu,These ads ran without a disclaimer,≤100,1
0,Instagram User 3409883339,These ads ran without a disclaimer,≤100,1
1146751378678392,Viata Dupa '89,These ads ran without a disclaimer,≤100,1
104848145347,ECPAT International,These ads ran without a disclaimer,≤100,7
110600477133500,mirunaaadam,These ads ran without a disclaimer,≤100,2
102928317989158,Antohe-Marica Loredana,These ads ran without a disclaimer,≤100,1
100144894794690,Florin GAGEA,These ads ran without a disclaimer,≤100,1
269320383095938,АТОН,These ads ran without a disclaimer,≤100,4
1621929724547668,Prețul demnității,These ads ran without a disclaimer,≤100,1
265925520701077,Vaccinuri si Vaccinare - Prospecte pentru Părinți,These ads ran without a disclaimer,≤100,2
0,Instagram User 7605437343,These ads ran without a disclaimer,≤100,2
400605554001626,Eduard Alexandru Cîrceag,These ads ran without a disclaimer,≤100,2
103506811419311,Mihai Corcau,These ads ran without a disclaimer,≤100,1
298190057275006,JUMP TO SMART,These ads ran without a disclaimer,≤100,1
112225970290928,Uniunea Culturală a Tătarilor din România - UCTR,Uniunea Culturală a Tătarilor din România - UCTR,≤100,2
102906898181707,Răzvan Ionescu,These ads ran without a disclaimer,≤100,1
109306650799421,Patrioții.Info,These ads ran without a disclaimer,≤100,1
2237466683176163,Ienciu Alexandru,These ads ran without a disclaimer,≤100,1
305298102998159,Av. Eliza Ene Corbeanu,These ads ran without a disclaimer,≤100,4
100453514869684,Capatina Daniel,These ads ran without a disclaimer,≤100,1
105771221262709,Samsodan Vasile,These ads ran without a disclaimer,≤100,1
733532310367832,Societatea Leibniz din România,These ads ran without a disclaimer,≤100,1
116759973095283,Cosmin Nițu,These ads ran without a disclaimer,≤100,1
112085200383888,Anton Antoniadis,Anton-Traian Antoniadis,≤100,1
102178545027361,Marius Sută,These ads ran without a disclaimer,≤100,1
244064559374,Propeller.hu,These ads ran without a disclaimer,≤100,5
118769104853743,STIL FM DEJ,These ads ran without a disclaimer,≤100,1
1685969901658705,Campulung Muscel - Prima Capitala a Romaniei,Florin Bivol,≤100,1
619476004872729,Florina- Mihaela Man,These ads ran without a disclaimer,≤100,1
957756844612733,Cabinet Avocat Iulian Nedelcu,These ads ran without a disclaimer,≤100,2
503233083163445,ALDE - Alianţa Liberalilor şi Democraţilor - Filiala Olt,These ads ran without a disclaimer,≤100,1
101148001679283,Aelenei Danut-Împreună salvam orașul Navodari,These ads ran without a disclaimer,≤100,1
100314895117006,Raul Florinel Sava,These ads ran without a disclaimer,≤100,3
920362398043566,BestStudios,These ads ran without a disclaimer,≤100,1
598039040354015,PNL Băile Olăneşti,These ads ran without a disclaimer,≤100,2
200318090520112,Bespoke Wine Experience,These ads ran without a disclaimer,≤100,2
1373091399461335,PLUS Sibiu,These ads ran without a disclaimer,≤100,1
113565033397974,Cristian-Aurelian Ciubotaru,These ads ran without a disclaimer,≤100,1
168660546509006,SOLS 24/7,These ads ran without a disclaimer,≤100,5
664954113941813,Ashraful Aid,These ads ran without a disclaimer,≤100,3
589662738389227,Anca Remeș,These ads ran without a disclaimer,≤100,1
104629664692155,Constantin Liviu Toma,These ads ran without a disclaimer,≤100,2
219738741900066,Andrei Metehau,These ads ran without a disclaimer,≤100,1
147965041901499,Manpres,These ads ran without a disclaimer,≤100,1
1523880847625605,PSD Cornu,These ads ran without a disclaimer,≤100,1
148681391830575,Print Shop,These ads ran without a disclaimer,≤100,1
148929905745820,Sidonia Drăgușanu,These ads ran without a disclaimer,≤100,1
237746806300373,Buddhistdoor Global,These ads ran without a disclaimer,≤100,6
408924035951553,Hulladékmentes.hu,These ads ran without a disclaimer,≤100,1
103781584789462,Dan Ghitan,These ads ran without a disclaimer,≤100,1
100904774712118,Mirela Matichescu,These ads ran without a disclaimer,≤100,1
199970713356609,DavidShield | דיוידשילד,These ads ran without a disclaimer,≤100,2
2126985230917022,PRO România Dolj,Pro Romania DOLJ executata de OLTENIA STAR SRL,≤100,1
105051917996675,Paul Valentin Armașu,Ecologist CS,≤100,6
421641507855268,RAINS,These ads ran without a disclaimer,≤100,1
144497938932701,Fundatia Friends for Friends,These ads ran without a disclaimer,≤100,1
107978700794711,Business for life,These ads ran without a disclaimer,≤100,1
277318068996570,CFA Society Hungary,These ads ran without a disclaimer,≤100,1
113170603725545,Alianța Național Țărănistă - Organizația Județeană Caraș-Severin,Alianta National Taranista,≤100,3
1493725474070794,Atombiztos - Hárfás Zsolt blogja,These ads ran without a disclaimer,≤100,1
1815489718578168,Nica Florentina Gabriela - Servicii de masaj in Popesti-Leordeni,These ads ran without a disclaimer,≤100,1
128861244581738,Razvan Popa,These ads ran without a disclaimer,≤100,1
1763484467225604,USR Mehedinți,These ads ran without a disclaimer,≤100,1
237823017514208,Claudiu Mureșan,These ads ran without a disclaimer,≤100,2
275836049523837,ACCA FINANCIAL SERVICES,These ads ran without a disclaimer,≤100,1
150182251696079,Docuart,These ads ran without a disclaimer,≤100,1
50289870862,Biz,These ads ran without a disclaimer,≤100,1
2350891864978580,Pescaria Chisineu Cris,These ads ran without a disclaimer,≤100,2
128462147222633,Radio Fx Net,These ads ran without a disclaimer,≤100,1
985568401611318,Anisoara Zamfir - Expert Contabil,These ads ran without a disclaimer,≤100,1
787642198268930,Gabriella Pesti,These ads ran without a disclaimer,≤100,3
182222208937599,Asociaţia Identitate și Dialog,These ads ran without a disclaimer,≤100,1
284617758672277,Academia de Vară Interculturală ”ProEtnica” Intercultural Summer Academy,These ads ran without a disclaimer,≤100,1
111436100677119,PSD Belciugatele 2020,These ads ran without a disclaimer,≤100,2
156850554667847,PNL Baia de Arama,These ads ran without a disclaimer,≤100,2
1404919646461821,3g HUB,These ads ran without a disclaimer,≤100,1
317854188601009,Gondola Kulturális Magazin,These ads ran without a disclaimer,≤100,1
469990099719406,Tancap gast,These ads ran without a disclaimer,≤100,2
329652854617842,USR Ţânţăreni,These ads ran without a disclaimer,≤100,3
285041241432,Institutul Polonez / Instytut Polski w Bukareszcie,These ads ran without a disclaimer,≤100,1
1255895397809084,Pergola Caffe,These ads ran without a disclaimer,≤100,1
164224983613023,EuroTop Consulting,These ads ran without a disclaimer,≤100,1
484392808280658,Dream & Act,These ads ran without a disclaimer,≤100,3
102755304919379,Magureanu Olimpiu Ionut,These ads ran without a disclaimer,≤100,2
103904229742914,Ecoteca - Colectia de Verde,These ads ran without a disclaimer,≤100,1
122674762721173,PSD Stulpicani,These ads ran without a disclaimer,≤100,1
264022660693842,Vaslui pentru integritate,These ads ran without a disclaimer,≤100,1
104736200950294,USR Miclești,USR Vaslui,≤100,1
422557637930206,Orosanu Marius-Leonardo,Partidul Național Liberal - Botoșani,≤100,1
101135155265436,544.ro,These ads ran without a disclaimer,≤100,1
568066993228876,Daily News Hungary,These ads ran without a disclaimer,≤100,1
434816507060028,Russia Unmasked,These ads ran without a disclaimer,≤100,1
131227775043281,Adriana Gabriela Lăscuş,Advertising Trust,≤100,2
100141721579373,Szatmár Megyei RMDSZ,These ads ran without a disclaimer,≤100,1
1724863541115235,Civil Hang,These ads ran without a disclaimer,≤100,1
120641361457113,Onesteanul.ro,Robert Bulimej,≤100,1
106446567825879,Savin Valentin,These ads ran without a disclaimer,≤100,1
110943807360621,Raluca Haliț,These ads ran without a disclaimer,≤100,1
106720771153956,Ramona Goga,These ads ran without a disclaimer,≤100,1
1156537071044716,Dragos Chitic,Turn TV,≤100,1
1471073876549881,Costin Glinta,These ads ran without a disclaimer,≤100,1
101168348392827,Pop Mariana Diana,These ads ran without a disclaimer,≤100,1
445528499583612,Alcott Global,These ads ran without a disclaimer,≤100,1
590464258094566,Vibes District,These ads ran without a disclaimer,≤100,1
274899976772703,Scelta-service,These ads ran without a disclaimer,≤100,1
108135264333135,Mihai Dragomirescu,These ads ran without a disclaimer,≤100,1
303299513880504,Cetatea Neamului,These ads ran without a disclaimer,≤100,1
118745168285753,Marian Pavel,These ads ran without a disclaimer,≤100,2
104703874478409,Marin Gubavu,These ads ran without a disclaimer,≤100,1
315603771494,Milaap,These ads ran without a disclaimer,≤100,20
108473210701643,Alianța pentru unirea Românilor Tunari,These ads ran without a disclaimer,≤100,1
116274003080801,Power to the People,These ads ran without a disclaimer,≤100,1
771442413207273,Orlando Culea,These ads ran without a disclaimer,≤100,1
107482570832750,USR Budeasa,These ads ran without a disclaimer,≤100,1
1211782915499157,PNL Tulca,These ads ran without a disclaimer,≤100,1
314361575364056,Fundatia Judeteana pentru Tineret Olt,These ads ran without a disclaimer,≤100,1
1484795265118603,Rehó János,These ads ran without a disclaimer,≤100,1
100935191328164,BB Straws - Brand Engrave,These ads ran without a disclaimer,≤100,1
573518549984332,Ilie Eduard - candidat la Primăria Moțăieni,Andrei Ilie,≤100,1
73384376170,Green Report,These ads ran without a disclaimer,≤100,1
103769294355133,Ate's diaries,These ads ran without a disclaimer,≤100,1
100220428816897,Directia Nationala de Probatiune,These ads ran without a disclaimer,≤100,1
1759657934257473,Mioara Militaru,These ads ran without a disclaimer,≤100,2
100730011789747,Minculeasa Claudiu,These ads ran without a disclaimer,≤100,1
107227481075527,ema_thecorgi,These ads ran without a disclaimer,≤100,2
699639883506432,Cursuri Sibiu Profesional New Consult,These ads ran without a disclaimer,≤100,1
1738065999770746,Eduxanima,These ads ran without a disclaimer,≤100,5
494311614045639,The World is My Country,These ads ran without a disclaimer,≤100,2
395982514340415,Nobate.ma.key,These ads ran without a disclaimer,≤100,4
152274914845414,PTB CONSULT R SRL,These ads ran without a disclaimer,≤100,1
105968714522199,Anti-Fake,These ads ran without a disclaimer,≤100,1
879370445455346,Repatriot,Voss Review,≤100,1
103826148117711,PNL Cosminele,Liviu Constantin Malaescu,≤100,2
174769322921366,PSD Adjud,These ads ran without a disclaimer,≤100,1
439141976250984,Supervizor,These ads ran without a disclaimer,≤100,1
1332449696900058,Gelu TOFAN,These ads ran without a disclaimer,≤100,2
805270829653272,Vocal Chief,These ads ran without a disclaimer,≤100,1
101664284794150,Straight up,These ads ran without a disclaimer,≤100,1
204068230383554,Prem Dharima - Awakening & Empowering Divine Feminine Facilitator,These ads ran without a disclaimer,≤100,1
1888718394565320,Heghes Nicolae Flaviu,These ads ran without a disclaimer,≤100,1
102024638094097,Imobiliare Brasov,Catalina Filip,≤100,1
101772998304417,Fofiu Lucian,Silvia Express SRL,≤100,1
112419503560626,Simona Butacu,These ads ran without a disclaimer,≤100,1
558662414303542,Organizatia Locala 31 PSD Constanta,These ads ran without a disclaimer,≤100,1
1453550651432821,Truth-Mideast,These ads ran without a disclaimer,≤100,4
468770889858976,Ticketstore,These ads ran without a disclaimer,≤100,1
279935362897468,PSD Comuna Cetateni,These ads ran without a disclaimer,≤100,1
1744786919148924,Ajimeh - Expanding business consciousness,These ads ran without a disclaimer,≤100,1
504852533033775,The best of Tokyo - Visit Minato City,These ads ran without a disclaimer,≤100,1
796856573760680,Editura Aramis,These ads ran without a disclaimer,≤100,1
1591595754493589,US24,These ads ran without a disclaimer,≤100,1
2269306063338916,Lilium's Art,These ads ran without a disclaimer,≤100,1
103082268413530,Dănuţ Aelenei,These ads ran without a disclaimer,≤100,1
191760200864707,Comunidad Inti Wara Yassi,These ads ran without a disclaimer,≤100,1
483302138507834,Agricultura performanta,These ads ran without a disclaimer,≤100,1
308746616497183,PNȚCD Timișoara,Valentin Moldovan,≤100,1
1165715730222155,Consumer Choice Center,These ads ran without a disclaimer,≤100,1
2274686162808799,Fu Rong Gold,These ads ran without a disclaimer,≤100,4
121195814557736,Tyndall Centre for Climate Change Research,These ads ran without a disclaimer,≤100,1
123743987718981,fonduri-structurale.ro,These ads ran without a disclaimer,≤100,1
801846033531555,Romania este si a mea.,These ads ran without a disclaimer,≤100,1
293928077320965,KL Kawasaki,These ads ran without a disclaimer,≤100,1
182564285501125,ITamilNews,These ads ran without a disclaimer,≤100,2
1425747647737802,CROCIERE CHE PASSIONE,These ads ran without a disclaimer,≤100,1
522679997923941,LinkedKurs,These ads ran without a disclaimer,≤100,3
539027006430790,Cash Roadster,These ads ran without a disclaimer,≤100,5
916817615020266,"Passport, Immigration & Citizenship Agency, Jamaica",These ads ran without a disclaimer,≤100,1
1412224485672615,Carlos Alvarez artista,These ads ran without a disclaimer,≤100,1
226198598263061,Caucasian Journal,These ads ran without a disclaimer,≤100,1
1518238828442298,Thomas Chaumontel Photographe,These ads ran without a disclaimer,≤100,1
188872144758,CCTV,These ads ran without a disclaimer,≤100,4
313830799889,Progressive Voice,These ads ran without a disclaimer,≤100,1
285420628807190,Quotes For Clothes,These ads ran without a disclaimer,≤100,1
133146717221010,The Rock Star Real Estate Team,These ads ran without a disclaimer,≤100,1
2234509846791274,Bestforyou6,These ads ran without a disclaimer,≤100,1
1292606524147912,Cyber Headline,These ads ran without a disclaimer,≤100,2
2361220827437398,Class'Affaires,These ads ran without a disclaimer,≤100,4
543721522643811,Frontul Patrioţilor Români,These ads ran without a disclaimer,≤100,1
325913440866307,R-PUR,These ads ran without a disclaimer,≤100,1
100448771591853,Zasked.com,These ads ran without a disclaimer,≤100,1
565338740631849,European Technology Chamber,These ads ran without a disclaimer,≤100,1
1006975542667358,Ion Murgu,These ads ran without a disclaimer,≤100,1
1745771318767255,Edinburgh Jesuit Centre,These ads ran without a disclaimer,≤100,1
168875976598183,Viasat History,These ads ran without a disclaimer,≤100,1
106091534131934,Art of Riot feminist apparel,These ads ran without a disclaimer,≤100,12
2263303917279468,mimOOkids - Green Fashion for Small and Independent kids,These ads ran without a disclaimer,≤100,2
137973986840264,BASMAH,These ads ran without a disclaimer,≤100,21
111386450657393,PMP Scorțoasa,These ads ran without a disclaimer,≤100,3
101345951406817,超好看閲讀,These ads ran without a disclaimer,≤100,2
40677416439,IE University,These ads ran without a disclaimer,≤100,1
2707134102637529,Rep. Josh Harder,the Office of Representative Josh Harder,≤100,1
144580066134672,E BrandConnect,These ads ran without a disclaimer,≤100,3
427810900693420,MF Fire,These ads ran without a disclaimer,≤100,23
541786549285013,Saint-Gobain,These ads ran without a disclaimer,≤100,2
155108647842972,Maximilian Pütz,These ads ran without a disclaimer,≤100,4
115336808506496,Napi doktor,These ads ran without a disclaimer,≤100,3
125361502190494,Sale Seekers Shop,These ads ran without a disclaimer,≤100,5
340701886734330,Energos.gr - Ενεργός,These ads ran without a disclaimer,≤100,1
101610071911522,Centre for Global Higher Education,These ads ran without a disclaimer,≤100,1
103333777738618,decorelli.26,These ads ran without a disclaimer,≤100,2
1733879730173502,Монастырский вестник Украины,These ads ran without a disclaimer,≤100,3
644806275636506,Kínai Nemzetközi Rádió,These ads ran without a disclaimer,≤100,3
570175473079180,国际特赦组织中文 Amnesty International Chinese,These ads ran without a disclaimer,≤100,5
43853729859,Campaigns & Elections,These ads ran without a disclaimer,≤100,6
101323911583234,Wadissen,These ads ran without a disclaimer,≤100,5
49016990962,Nagarro,These ads ran without a disclaimer,≤100,1
101891211744199,Pop Claudiu,Lollipop Advertising,≤100,1
102706041415033,Case pentru Africa,These ads ran without a disclaimer,≤100,2
100527598402063,Le Cartographe Royal,These ads ran without a disclaimer,≤100,1
113883130431845,Fairness for Uyghurs in Xinjiang,These ads ran without a disclaimer,≤100,1
972577296097368,"Cronicipebune, de Silviu Iliuta",These ads ran without a disclaimer,≤100,3
406627846068430,Yoga en Gaia,These ads ran without a disclaimer,≤100,7
114807996561805,adviice_bett,These ads ran without a disclaimer,≤100,1
174698522650077,Coalatree,These ads ran without a disclaimer,≤100,1
