Page ID,Page Name,Disclaimer,Amount Spent (HUF),Number of Ads in Library
102354244828672,The subversive jew,These ads ran without a disclaimer,4546,3
100339841360222,Mányoki Ádám,Mányoki Ádám,4545,5
1936388216579939,II. kerületi Fidesz,These ads ran without a disclaimer,4536,2
106242304206797,Razorline.hu,Kapots Dóra,4529,3
102521107794592,Herczeg István Polgármesterjelölt,These ads ran without a disclaimer,4528,6
111453583813269,Koronavírus Info - Eger,Egységben a Városért Egyesület,4519,2
279758379250390,VARGAS,These ads ran without a disclaimer,4510,4
1827830610791425,PONT Pécs,These ads ran without a disclaimer,4510,6
230856437591368,dorina_nails,These ads ran without a disclaimer,4500,1
657657790951254,Jobbik Érd,Jobbik Magyarországért Mozgalom,4500,1
377613289459605,Cinderella Store,Keppler Rebeka,4500,8
1531544893761737,Jobbik Mélykút,Jobbik Magyarországért Mozgalom,4500,2
901385153334293,Brick Fanatix,Szaszkó-Bogár István,4500,2
1412549768992045,ZKNP,Tomis Károly,4500,2
582140858577934,Vélemény Huszárok,Jászay Norbert,4500,3
109696587190844,Hungarian News,These ads ran without a disclaimer,4499,1
101724634916446,Igazság az egészségről,These ads ran without a disclaimer,4498,4
2115043441848066,György-Horváth Zsuzsa műsorvezető,These ads ran without a disclaimer,4498,1
110031400368267,Iski Dávid László,These ads ran without a disclaimer,4498,2
362189887913523,Renshengshop,These ads ran without a disclaimer,4498,5
579477152523814,2NER Hajdúszoboszló,These ads ran without a disclaimer,4494,3
316225639020399,E-kerékpárok,E-kerekparok.hu,4485,2
388835024829422,Új Kezdet,These ads ran without a disclaimer,4484,1
414939931942865,Rába Kálmán - Vas megye,Rába Kálmán,4471,2
234399747038973,Görgényi Ernő,These ads ran without a disclaimer,4470,1
451878728282812,Black Cat Cafe,These ads ran without a disclaimer,4468,1
1449423641866973,Illés Boglárka,These ads ran without a disclaimer,4456,2
230487380436803,Fidesz-KDNP Tolna 3,These ads ran without a disclaimer,4452,3
103339461070863,"Szente-Berecz Edina képviselőjelölt, Kosd",These ads ran without a disclaimer,4451,2
349422638838543,Vörös Tamás,These ads ran without a disclaimer,4433,1
103816187655786,Bilinszky Ferenc,Adam Bilinszky,4414,3
631503067349629,Péter Széll,These ads ran without a disclaimer,4401,1
1357776460950406,Reaktor,These ads ran without a disclaimer,4398,4
190087015199586,Biztosithatlak,These ads ran without a disclaimer,4396,2
115271213348248,Szijártó Márton - Kertvárosért,These ads ran without a disclaimer,4396,5
223659711572269,Alba Milagro Hungary Kft.,These ads ran without a disclaimer,4377,2
100532934633638,Vozár Pál - ÖPE képviselőjelölt,These ads ran without a disclaimer,4363,2
305928836563338,Kaposi László Önkormányzati képviselő Békéscsaba,These ads ran without a disclaimer,4359,3
1838340206493793,BioZoo - bio és natúrtermékek kedvenceinknek,These ads ran without a disclaimer,4357,4
893287257703106,"Rátz Tamás önkormányzati képviselő, Diósd 06.",Hisnyay-Heinzelmann Béla,4354,7
2191933467738825,Dare to be Grey,These ads ran without a disclaimer,4353,3
794532310665568,Putyinizmus,These ads ran without a disclaimer,4353,5
853930504670255,European Jewish Association,These ads ran without a disclaimer,4353,3
433001657513550,Reporting Democracy,These ads ran without a disclaimer,4351,5
115069613196221,Kelemen László,These ads ran without a disclaimer,4351,1
518924144934877,Városunk Pomáz,These ads ran without a disclaimer,4345,4
168868196656719,Lukoczki Károly,These ads ran without a disclaimer,4339,5
106653307658601,Bence Andrási,Bence Andrási,4325,2
112796753423658,Orphanides Ágnes polgármesterjelölt,These ads ran without a disclaimer,4321,3
111377020267587,Szívós László,These ads ran without a disclaimer,4321,2
1499137250351147,Burger Market,These ads ran without a disclaimer,4320,1
491004491049310,Jobbik Tompa,Jobbik Magyarországért Mozgalom,4305,3
106562430704241,Mádi Hajnalka,These ads ran without a disclaimer,4300,2
1240870676060392,DemoLab,These ads ran without a disclaimer,4300,1
281192019182580,Coaladent,These ads ran without a disclaimer,4292,2
2064360653675528,"Élhető, otthonos, zöld Veszprémet",These ads ran without a disclaimer,4284,4
803149716362546,Oroszlányiak Lokálpatrióta Köre,These ads ran without a disclaimer,4282,2
105310610871104,Gloserné Szabó Györgyi képviselőjelölt ALVÉG,Patruna Robert Vasile,4281,5
114496669968899,S Z A B A D O N - Rendhagyó Osztályfőnöki Óra Varga Balázzsal,Varga Emese,4256,3
926533784164579,Szemző Áron,Momentum Mozgalom,4247,2
107614290620605,Gulcsik Vilmos,These ads ran without a disclaimer,4243,3
356583724372655,LOLmarkt,These ads ran without a disclaimer,4242,2
114351326773316,EzaLényeg.hu - Rákosmente,These ads ran without a disclaimer,4233,8
775274395865102,Vörös Viktor,Viktor Vörös,4233,7
2485978704963780,Tahi-Tóth Gábor önkormányzati bizottsági tag Diósd,Hisnyay-Heinzelmann Béla,4228,7
289451311162838,Eszik Bence,These ads ran without a disclaimer,4201,4
655173951305231,Veganeeta,These ads ran without a disclaimer,4200,3
145801148937976,Agrárközösség,These ads ran without a disclaimer,4200,2
157944390964356,High Performance Academy,These ads ran without a disclaimer,4199,7
100451933698060,AdVenture Communist,These ads ran without a disclaimer,4199,20
104093331011480,Szommer Károly,Károly Szommer,4199,5
102800634574943,Feminista Concienciada,These ads ran without a disclaimer,4198,7
191035180963703,Huawei Enterprise,These ads ran without a disclaimer,4198,1
2502629953120778,Jobbik Bercel,Jobbik Magyarországért Mozgalom,4195,3
657276504312300,Szikora István,Szikora István,4190,6
101768788334963,GDL.hu,Béres Marianna,4189,5
64525551258,Guardian Weekly,These ads ran without a disclaimer,4180,2
105141277870718,EzaLényeg.hu - Dél-Somogy,These ads ran without a disclaimer,4173,5
587548641365971,Berényi Zoltán önkormányzati képviselő,These ads ran without a disclaimer,4171,2
104958054217990,Gondolkodj,These ads ran without a disclaimer,4170,4
102489411315753,Törökhegy Apartments,These ads ran without a disclaimer,4162,1
176756632968734,sparklemonde.com,These ads ran without a disclaimer,4161,1
104709714263380,Szánti József,Szánti József,4157,5
287827719817,Flag Polgári Magazin,These ads ran without a disclaimer,4142,2
1461534750733248,Schmuck Erzsébet,These ads ran without a disclaimer,4134,2
466579820769742,Fertő tó barátai,These ads ran without a disclaimer,4128,2
766140623475543,Hair Andrási,These ads ran without a disclaimer,4124,2
318794298838937,EcoPunk,EcoPunk Alapítvány,4119,2
101922394491770,Csepeliek a Csepeliekért Egyesület,Klocsko Katalin,4107,3
107554647703060,Lányok helyzete az oktatásban kérdőív,Szujó Flórián Zoltán,4103,7
409873736436225,Mária Kállay,These ads ran without a disclaimer,4102,1
110538363634940,Kocsner János,These ads ran without a disclaimer,4097,5
104343044283419,Dr. Grundtner András,Dr. Grundtner András Imre,4090,1
119629441510155,Arsboni,These ads ran without a disclaimer,4088,1
104545358167364,VC Network,These ads ran without a disclaimer,4087,1
111497724096728,Jobbik Taszár,Jobbik Magyarországért Mozgalom,4071,2
121384539253913,Kovács Balázs,Kovács Balázs,4064,3
2170856033243852,Matokanovic Lídia,Matokanovic Lídia,4060,3
334280650555927,Jobbik Ságvár,Jobbik Magyarországért Mozgalom,4060,3
1425221564382928,Varga László,These ads ran without a disclaimer,4058,4
107820153909219,Bádi Gábor,Bádi Gábor,4056,2
1836494733099371,Juhász Szabolcs,These ads ran without a disclaimer,4049,6
106486920693733,Csabai Béla,These ads ran without a disclaimer,4024,1
198183477294561,Juhász Béla Róbert,Juhász Béla Róbert,4021,2
1325503114281671,Jobbik Karancslapujtő,Jobbik Magyarországért Mozalom,4005,2
106123604263954,Megújuló energiából jövedelem,Zsuzsanna Varga,4002,2
270345080586586,Klimsa Arthur önkormányzati képviselő,These ads ran without a disclaimer,4000,4
111482736880756,Vukov Máté,Civil Kontroll,4000,2
1009357555773624,Zöld Pszichológia,These ads ran without a disclaimer,4000,2
449743035200674,KÉVE,Dr. Weller-Jakus Tamás Norbert,4000,1
485828428156986,Jobbik Hajdúnánás,Jobbik Magyarországért Mozgalom,4000,1
848860375200942,Jobbik Törökbálint,Jobbik Magyarországért Mozgalom,4000,1
1399739463678321,Jobbik Nagyatád,Jobbik Magyarországért Mozgalom,4000,1
311598662845424,Juhász István,Juhász István,4000,1
535282696512561,Jobbik Heves,Jobbik Magyarországért Mozgalom,4000,1
135183763351506,Béres András,Párbeszéd Magyarországért,4000,2
234282560067504,Jobbik Veresegyház,Jobbik Magyarországért Mozgalom,4000,1
700924549966306,Jobbik Tapolca,Jobbik Magyarországért Mozgalom,4000,1
270438549647658,Fidesz Törökbálint,These ads ran without a disclaimer,4000,1
1405324372925983,Jobbik Sárbogárd,Jobbik Magyarországért Mozgalom,4000,1
197850567575171,Mi Hazánk - Újbuda,Dobrocsi Lénárd,4000,1
1586881681575292,Jobbik Bonyhád,Jobbik Magyarországért Mozgalom,4000,1
106502020726507,Kállai Zsolt,Kállai Zsolt,4000,1
626078651201327,Jobbik Tolna,Jobbik Magyarországért Mozgalom,4000,1
2144069675709475,Jobbik Nyírbátor,Jobbik Magyarországért Mozgalom,4000,1
1414014635569316,Jobbik Balatonfüred,Jobbik Magyarországért Mozgalom,4000,1
542520389162479,Jobbik Bicske,Jobbik Magyarországért Mozgalom,4000,1
382488355103048,Jobbik Gyomaendrőd,Jobbik Magyarországért Mozgalom,4000,1
208399259174287,kispest.info,These ads ran without a disclaimer,4000,1
457537184602115,Fidesz Észak-Vas megye,These ads ran without a disclaimer,4000,1
114517346596189,Kiss Zoltán Imre,Kiss Zoltán Imre,4000,1
1672867009687474,Jobbik Sátoraljaújhely,Jobbik Magyarországért Mozgalom,4000,1
145856218777825,Vörösvárért Közéleti Egyesület,Preszl Gábor,4000,1
268890913997900,Jobbik Albertirsa,Jobbik Magyarországért Mozgalom,4000,1
196122467099803,Jobbik Százhalombatta,Jobbik Magyarországért Mozgalom,4000,1
2188463027900416,Jobbik Sarkad,Jobbik Magyarországért Mozgalom,4000,1
401709599966310,Jobbik Baranya megye,Jobbik Magyarországért Mozgalom,4000,1
1879179812327629,Jobbik Tiszaújváros,Jobbik Magyarországért Mozgalom,4000,1
332506054133313,Jobbik Püspökladány,Jobbik Magyarországért Mozgalom,4000,1
108161057444916,Felelős Állampolgárokért Alapítvány,András Pencz,4000,1
375220825973772,Jobbik Sárospatak,Jobbik Magyarországért Mozgalom,4000,1
151774081549348,Jobbik Vas2,Jobbik Magyarországért Mozgalom,4000,1
102623237775314,Egri Városvédők Egyesülete,These ads ran without a disclaimer,4000,1
167838893394766,Jobbik Paks,Jobbik Magyarországért Mozgalom,4000,1
1893751207517119,Jobbik és Jobbik Ifjúsági Tagozat Marcali,Jobbik Magyarországért Mozgalom,4000,1
139632609385430,LMP Szabolcs-Szatmár-Bereg megye,LMP - Lehet Más a Politika,4000,1
404865613184676,"József, a városi betyár","József, a városi betyár",4000,1
491687857556546,Gyulai Városbarátok Köre,These ads ran without a disclaimer,4000,1
1054446287907131,Jobbik Pesterzsébet,Jobbik Magyarországért Mozgalom,4000,1
2020300844933384,Jobbik Kőszeg,Jobbik Magyarországért Mozgalom,4000,1
1475671949349155,Jobbik Sajószentpéter,Jobbik Magyarországért Mozgalom,4000,1
144645708887214,Jobbik Szerencs,Jobbik Magyarországért Mozgalom,4000,1
130515430327504,Cívishír,Cívishír,4000,2
2173581959380229,Magyary Ferenc,Magyary Ferenc István,4000,2
905713946119010,Jobbik Nagykáta,Jobbik Magyarországért Mozgalom,4000,1
896702313709887,Jobbik Bácsalmás,Jobbik Magyarországért Mozgalom,4000,2
137426826448177,Jobbik Hatvan,Jobbik Magyarországért Mozgalom,4000,1
179799402151118,Jobbik Tiszakécske,Jobbik Magyarországért Mozgalom,4000,1
2192583677496136,Jobbik Nagykálló,Jobbik Magyarországért Mozgalom,4000,1
540597806030771,Jobbik Fót,Jobbik Magyarországért Mozgalom,4000,1
358918730966916,Jobbik Szigethalom,Jobbik Magyarországért Mozgalom,4000,1
126940467654356,Jobbik Üllő,Jobbik Magyarországért Mozgalom,4000,1
666650990508238,Gerber Ferenc - önkormányzati képviselő,Vojtehovszki Beáta,4000,2
384206188720676,Jobbik Újfehértó Ifjúsági Tagozat,Jobbik Magyarországért Mozgalom,4000,1
1421098211462745,Jobbik Kalocsa,Jobbik Magyarországért Mozgalom,4000,1
333101050960037,Dr. Boér Imre Hunor Szentmártonkáta polgármestere,Dr. Boér Imre Hunor,4000,4
101168247923489,Dr. Pollák Gábor Független Képviselőjelölt,Dr. Pollák Gábor János,4000,1
277537412441407,Jobbik Csorna,Jobbik Magyarországért Mozgalom,4000,1
1455993417991883,Keresztes Csaba,Keresztes Csaba,4000,2
138888826177974,Jobbik Szigetvár,Jobbik Magyarországért Mozgalom,4000,1
647156072352737,Jobbik & Jobbik Ifjúsági Tagozat Mór,Jobbik Magyarországért Mozgalom,4000,1
111969940547662,Dr. Magóné Tóth Gyöngyi Mária,Demokratikus Koalíció,4000,1
106335667415876,Csanády László,These ads ran without a disclaimer,4000,1
399655996822892,Tatai Fidesz,These ads ran without a disclaimer,4000,1
571461719564868,Jobbik Kiskunmajsa,Jobbik Magyarországért Mozgalom,4000,1
172906109430709,Jobbik Mezőberény,Jobbik Magyarországért Mozgalom,4000,1
698310096912266,Velence Copy,These ads ran without a disclaimer,3999,1
377331146451812,Jobbik Gyömrő,Jobbik Magyarországért Mozgalom,3999,1
107603103985570,Szeged Vision,Szerdahelyi Mátyás,3998,1
702291579819817,Maglód Város Önkormányzata,These ads ran without a disclaimer,3997,1
255239065103587,Uprendezvénytér,These ads ran without a disclaimer,3996,1
575452609646682,Dr. Kulpinszky Eleonóra,These ads ran without a disclaimer,3995,1
1525801600987135,Fülöp Csaba,These ads ran without a disclaimer,3994,1
103792844333404,Nagyotmondó Ciprián,Zsákai Zoltán Gábor,3993,3
233357707571654,PesText,These ads ran without a disclaimer,3993,1
337992533057780,Jobbik Kistarcsa,Jobbik Magyarországért Mozgalom,3992,1
519726564826402,Jobbik Hajdúhadház,Jobbik Magyarországért Mozgalom,3990,1
149345008433687,Hatharom.com,These ads ran without a disclaimer,3990,1
154361361924242,Eric Stephen,These ads ran without a disclaimer,3990,1
507775732754700,Bolt,These ads ran without a disclaimer,3989,1
112284368050,Center for the Study of Democracy,These ads ran without a disclaimer,3989,1
159181347618226,Tábi Attila - Kőbánya,These ads ran without a disclaimer,3989,1
296836513743337,Stefan Verra,These ads ran without a disclaimer,3988,3
1726074284328729,DK Kalocsa,Balogi József László,3984,3
140592019937373,Blyxa Consulting Kft.,These ads ran without a disclaimer,3983,1
112463026852025,Dobrán Gyula,Dobrán Gyula,3980,6
110876480622504,EzaLényeg.hu - Kisalföld,These ads ran without a disclaimer,3980,4
110528653795859,Sea and Homes,These ads ran without a disclaimer,3978,1
549294305220751,Jobbik Kisújszállás,Jobbik Magyarországért Mozgalom,3977,1
948663291926357,HVG BrandLab,These ads ran without a disclaimer,3971,11
373201826593867,Szigetszentmiklósi Kossuth Kör,These ads ran without a disclaimer,3960,1
106247041470432,Benedek Szilveszter,Szilveszter Benedek,3959,4
1953380668110489,Paróczai Anikó,These ads ran without a disclaimer,3958,2
578808019236725,BalHáló,BalHáló,3956,3
106605520699361,Tiszaújvárosi Lokálpatrióta Egyesület,Molnár István,3936,3
119135319488044,Teller Péter polgármester-jelölt Lábatlanon,These ads ran without a disclaimer,3936,1
118973802839102,Máté Gyula polgármesterjelölt,Auth István,3935,3
205069796551381,Sonntagsblatt - Eine deutsche Zeitschrift aus Ungarn,Bleyer Jakab Közösség Egyesület,3933,3
168512273821773,Bankteka.hu,These ads ran without a disclaimer,3927,2
353858111914596,Jobbik Balatonszemes,Jobbik Magyarországért Mozgalom,3916,3
2004798662876653,Momentum Sopron,Momentum Mozgalom,3905,1
100222148622181,N - Nőjogi élharc - Társadalomkritikai napló,These ads ran without a disclaimer,3901,11
193631988165703,Kapcsoló,Pozsa Alex,3900,6
107707250756965,Артур Латыпов,These ads ran without a disclaimer,3899,2
101807241211717,Tamás Bujdosó,These ads ran without a disclaimer,3893,3
543745422306928,Tippmixpro,These ads ran without a disclaimer,3891,1
1402440620010076,Szigetszentmiklós választ,These ads ran without a disclaimer,3891,1
107272023961820,Fidesz Abony,Fidesz Abony,3882,2
491004491049310,Jobbik Tompa,These ads ran without a disclaimer,3877,2
105935537674352,Sipos Tibor megyei képviselő oldala,Sipos Tibor Tamás,3863,2
1272978516078210,Békéscsabai Fidesz,These ads ran without a disclaimer,3852,2
137851763633896,Barlabás András,These ads ran without a disclaimer,3849,4
103031211061075,Dr. Töreki-Vörös Ibolya önkormányzati képviselő,These ads ran without a disclaimer,3847,2
1712043038870474,Szoboszlai Szabad Hajdúk,These ads ran without a disclaimer,3847,2
896702313709887,Jobbik Bácsalmás,Farkas Gergely,3845,2
418858898688344,Egységes Magyar Nemzeti Néppárt - EMNP,These ads ran without a disclaimer,3842,4
2875100582630649,30 éve szabadon,These ads ran without a disclaimer,3842,3
749882868510587,Jánossomorja Fidesz,These ads ran without a disclaimer,3835,4
144813908894731,Somogy TV,These ads ran without a disclaimer,3827,1
805210279537660,A Városért Egyesület,These ads ran without a disclaimer,3815,5
108603310941037,Anettel - Anettért,These ads ran without a disclaimer,3813,3
240624506467616,Jakob Bleyer Gemeinschaft,Bleyer Jakab Közösség Egyesület,3813,3
2194378194144482,Új Alternatíva,These ads ran without a disclaimer,3811,1
2167515023510055,Ferencz Gergő - Mi Hazánk Mozgalom,Ferencz Tamás Gergő,3806,2
135107375052046,Mi Hazánk Zemplén-Abaúj térsége,Pasztorniczky István,3798,6
113622593341249,EzaLényeg.hu - Észak-Pest,These ads ran without a disclaimer,3785,4
109957457039868,Horváth László,These ads ran without a disclaimer,3784,4
118194024863579,Klebelsberg Kultúrkúria,These ads ran without a disclaimer,3768,1
160378424145671,Összefogás Szegedért Egyesület,These ads ran without a disclaimer,3766,2
176078879085693,We Are Fur,These ads ran without a disclaimer,3762,1
242351902481164,The Radical Tea Towel Company,These ads ran without a disclaimer,3762,8
103376184340788,Ponnert Péter sárkeresztúri polgármesterjelölt,These ads ran without a disclaimer,3750,4
1281589011893147,Magyar ApartmanKiadók Egyesülete,These ads ran without a disclaimer,3742,1
104512290925237,Ramasz Györgyi független képviselő testületi jelölt Medgyesegyházáért,Lovas Norbert László,3732,4
110780957417513,Pécsi Igazság,These ads ran without a disclaimer,3723,1
175570835813637,Association for Civil Rights in Israel (ACRI),These ads ran without a disclaimer,3718,1
105725367641550,bzs_iphonephotos,These ads ran without a disclaimer,3698,9
103816187655786,Bilinszky Ferenc,These ads ran without a disclaimer,3688,2
462809323766451,Komárom-Esztergom Megyei Kereskedelmi és Iparkamara,These ads ran without a disclaimer,3685,3
2167710310187904,Szarvas Attila Sándor,These ads ran without a disclaimer,3682,4
1478603189037876,BIDF - Budapest International Documentary Festival,These ads ran without a disclaimer,3680,1
206519396034626,agrotrend.hu,These ads ran without a disclaimer,3668,2
1130996127010002,MKB Bank,These ads ran without a disclaimer,3663,1
1722879521354812,Nemzeti Kulturális Alap,These ads ran without a disclaimer,3658,1
170187966339475,Life.hu,These ads ran without a disclaimer,3654,1
143864669397505,DK Veszprém,These ads ran without a disclaimer,3652,2
150068202614708,Völgyerdő Természetvédelmi Park,Völgyerdő Nonprofit Kft.,3630,1
101378845277624,Igen Szolidaritás Szolnok,Igen Szolidaritás Szolnok,3629,8
1198236587018067,Felszabtér,These ads ran without a disclaimer,3628,1
350888674962511,European Investment Bank,These ads ran without a disclaimer,3627,2
1802883526685426,Paulinyi & Partners,These ads ran without a disclaimer,3626,1
101750361196234,Papp Norbert önkormányzati képviselő,These ads ran without a disclaimer,3619,3
279343782143210,Demokratikus Koalíció Zugló,These ads ran without a disclaimer,3612,3
400229417263044,Hartaházi Miklós,These ads ran without a disclaimer,3611,2
410826889524403,Rimóczi Sándor Vilmos,These ads ran without a disclaimer,3607,4
812186408798429,Ademir Cláudio,These ads ran without a disclaimer,3607,3
632806306818605,Novák Katalin,These ads ran without a disclaimer,3607,1
333136826797847,Zsigó Róbert,These ads ran without a disclaimer,3603,3
102069044868726,Békaváram,Piller Barbara,3600,2
107453054183218,Berki Sándor,Berki Sándor,3600,3
100147974667525,Oligerme,These ads ran without a disclaimer,3599,2
280629919516454,Velünk a Város,These ads ran without a disclaimer,3598,1
135889536506991,Design Terminal,These ads ran without a disclaimer,3594,3
104109317974186,EzaLényeg.hu - Gödöllő,These ads ran without a disclaimer,3591,12
132251663470997,BrandFestival,These ads ran without a disclaimer,3537,6
390949141111857,Jobbik Császártöltés,Jobbik Magyarországért Mozgalom,3535,4
146112932187268,Színház folyóirat,These ads ran without a disclaimer,3535,1
117416418915735,Turbók János,Turbók János,3520,1
113133353375442,Venczel Csaba önkormányzati képviselő,These ads ran without a disclaimer,3512,2
1552212428433190,Fidesz Cegléd,Fidesz Cegléd,3512,3
466627570351699,Hungarian Fighters,These ads ran without a disclaimer,3506,2
104608564296964,Xương Khớp Ông Bảo,These ads ran without a disclaimer,3503,5
554165751313377,Jobbik Ferencváros,Jobbik Magyarországért Mozgalom,3500,1
476391052795380,Jobbik Sopron,Jobbik Magyarországért Mozgalom,3500,1
142036959220053,Jobbik Újbuda,Jobbik Magyarországért Mozgalom,3500,1
296628087131113,Jobbik Budafok-Tétény,Jobbik Magyarországért Mozgalom,3500,1
700805579943989,Fidesz Kiskunhalas,Szilágyi Pál Ferenc,3500,1
1508973446084729,Jobbik Kőbánya,Jobbik Magyarországért Mozgalom,3500,1
234698300029813,Jobbik Makó,Jobbik Magyarországért Mozgalom,3500,1
385530958255110,Putnoki Reform Szövetség - PRSZ,These ads ran without a disclaimer,3500,1
1163277937065682,LMP Székesfehérvár,LMP - Magyarország Zöld Pártja,3500,2
1752202511672520,Jobbik Kertváros,Jobbik Magyarországért Mozgalom,3500,1
168521096537602,Jobbik Dunaújváros,Jobbik Magyarországért Mozgalom,3500,1
280764818603234,Jobbik Hódmezővásárhely,Jobbik Magyarországért Mozgalom,3500,1
757900077699530,Magyarország Legszebb Birtoka,agrotrend.hu,3500,1
331236537563634,Bagi Barna,These ads ran without a disclaimer,3500,2
1388685638106962,Jobbik Zugló,Jobbik Magyarországért Mozgalom,3500,1
245749695541164,Kőbányai Hírek,These ads ran without a disclaimer,3499,2
106458987392984,Lehel Endre önkormányzati képviselő,Vojtehovszki Beáta,3499,2
321901088360077,Mi Hazánk Tatabánya,These ads ran without a disclaimer,3499,1
175520833354593,Momentum - Nagykanizsa,These ads ran without a disclaimer,3498,1
531189120672449,Mi Hazánk Mozgalom Békési alapszervezete,These ads ran without a disclaimer,3494,5
251112812207058,Jobbik Ács,Jobbik Magyarországért Mozgalom,3488,4
431912934327201,Lőcsei Lajos,Lőcsei Lajos,3488,5
176011036492608,Fejes Ferenc - Kiskunhalas 5. számú választókerület,Fejes Ferenc,3484,2
1564259143797185,Jobbik Érsekvadkert,These ads ran without a disclaimer,3479,1
836138216768753,Kispéter Géza,These ads ran without a disclaimer,3477,1
2260057620945614,Kriston Intim Torna Székesfehérváron-Lucával,These ads ran without a disclaimer,3460,1
136848826340367,Blikk,These ads ran without a disclaimer,3458,19
2184103904980261,Sunblinkers / Napszemüvegek,Varga Gábor,3452,1
105379664347588,EzaLényeg.hu - Sopron,These ads ran without a disclaimer,3451,4
1697622953798379,Helló Dél-Somogy,These ads ran without a disclaimer,3441,1
107541283954729,Dr. Pulay Ádám,These ads ran without a disclaimer,3434,1
100941204826920,Lehoczky Blacksmith Company,These ads ran without a disclaimer,3426,1
419998988586817,Farkas Attila,Attila Farkas,3406,3
106619207723789,Pénzügyek-Okosan,These ads ran without a disclaimer,3406,1
104261041318377,Androvics K. Balázs,Androvics K. Balázs,3406,6
282587142315,Kovács Péter,These ads ran without a disclaimer,3400,1
444553365665163,Marton Genetics,Balla Zoltán,3400,2
111558316922294,Fenyőfalvi Anita,These ads ran without a disclaimer,3392,1
1514921332061615,Hungary Today,These ads ran without a disclaimer,3357,6
422399638586608,Indítsuk Be Magyarországot Alapítvány,These ads ran without a disclaimer,3354,1
114458200471344,23 ᛋ 59,These ads ran without a disclaimer,3353,1
126889440690404,D. Kovács Róbert,These ads ran without a disclaimer,3352,2
364346404270994,Women's Romance Tips,These ads ran without a disclaimer,3344,30
372299790172610,Debrecen sem marad néma,These ads ran without a disclaimer,3338,1
1004086842977492,Tarsoly Imre,Hatvani Városvédő Egyesület,3336,1
102900304480052,Cíviscity,These ads ran without a disclaimer,3334,2
101871751207226,Sporttherapy,SportTherapy,3328,1
106081754099998,Horváth Sándor - Kecskemét 08. VK - Független Jelölt,These ads ran without a disclaimer,3302,6
1593028000946631,Jövő,Jövő Egyesület,3300,2
105310610871104,Gloserné Szabó Györgyi képviselőjelölt ALVÉG,These ads ran without a disclaimer,3299,4
289701944742233,Superdatascience,These ads ran without a disclaimer,3298,1
415188885779341,Robblebr,These ads ran without a disclaimer,3298,1
27180713201,Segway,These ads ran without a disclaimer,3298,5
124037645664002,Sövegjártó László,These ads ran without a disclaimer,3285,1
497339760446044,DK Celldömölk,These ads ran without a disclaimer,3283,2
260742808465,Dr. Nagy Gábor Tamás,These ads ran without a disclaimer,3282,1
107753593939421,Világzöld,These ads ran without a disclaimer,3266,1
546614152178992,Mayor Pelekas Monastery,These ads ran without a disclaimer,3264,21
947699948622285,Galga Rádió,These ads ran without a disclaimer,3263,1
111396920211514,"Tegyünk Együtt Közösségünkért Egyesület, Mezőtúr",These ads ran without a disclaimer,3262,3
103106544418617,Kovács Miklós,Kovács Miklós László,3256,2
1693538404064465,Magyar Hang - A Túlélő Magazin,These ads ran without a disclaimer,3256,1
226152144215960,Jobbik Óbuda,These ads ran without a disclaimer,3255,2
105351537523188,Krisztiàn Kovàcs,Mihalik László,3246,2
448326798557545,MSZP Borsod Megye,MSZP Borsod,3240,4
273712559317712,Szukits.hu Internetes Könyváruház,These ads ran without a disclaimer,3234,1
1054945714695053,Kálmán Tibor - hivatalos,Kálmán Tibor polgármester-jelölt,3223,2
142947172479610,Független Nemzetközi Tanácsadó Iroda Kft.,These ads ran without a disclaimer,3218,1
1255724314485754,Bencze Attila,These ads ran without a disclaimer,3214,2
107250784028930,Ígéretfigyelő,Tomanovics Gergely,3203,1
2084423725010958,Jobbik Mezőcsát,Jobbik Magyarországért Mozgalom,3200,1
2307100076245357,Jobbik Putnok,Jobbik Magyarországért Mozgalom,3200,1
1330658450308145,Jobbik Battonya,Jobbik Magyarországért Mozgalom,3200,1
391980391353015,Jobbik Vésztő,Jobbik Magyarországért Mozgalom,3200,1
470618963036683,Jobbik Encs,Jobbik Magyarországért Mozgalom,3200,1
2271443826510962,Jobbik Tura,Jobbik Magyarországért Mozgalom,3200,1
379245646006256,Jobbik Balkány,Jobbik Magyarországért Mozgalom,3200,1
114567860196605,"Klímakabinet, Erzsébetváros",Tóth Csaba,3200,2
312893135811377,Diósdi Jobbik,Jobbik Magyarországért Mozgalom,3200,1
582837711852537,Jobbik Balatonalmádi,Jobbik Magyarországért Mozgalom,3200,1
974456012944762,Jobbik Csurgó,Jobbik Magyarországért Mozgalom,3200,2
1016780531742184,Jobbik Rákóczifalva,Jobbik Magyarországért Mozgalom,3200,1
362209237716352,Jobbik Bátaszék,Jobbik Magyarországért Mozgalom,3200,1
875264412804479,Jobbik Fegyvernek,Jobbik Magyarországért Mozgalom,3200,1
357459871282453,Jobbik és Jobbik Ifjúsági Tagozat Balatonboglár,Jobbik Magyarországért Mozgalom,3200,1
397578647704598,Jobbik Őrbottyán,Jobbik Magyarországért Mozgalom,3200,1
2345445598831559,Jobbik Vámospércs,Jobbik Magyarországért Mozgalom,3200,1
421378201739890,Jobbik Fehérgyarmat,Jobbik Magyarországért Mozgalom,3200,1
3314265671942678,Jobbik Izsák,Jobbik Magyarországért Mozgalom,3200,1
392649421537765,Jobbik Felsőzsolca,Jobbik Magyarországért Mozgalom,3200,1
