Page ID,Page Name,Disclaimer,Amount Spent (HUF),Number of Ads in Library
893102994164960,Hohn Krisztina,LMP - Lehet Más a Politika,435654,23
2024678420884437,Varga Judit,Varga Judit,434253,30
304242809601186,BP Shop,BP Shop,433486,37
210242349159177,EU-Solar 0 Forintos Villanyszámla Garanciával,These ads ran without a disclaimer,433058,9
206519396034626,agrotrend.hu,Agrotrend Média Kft.,431595,95
141814862522641,Magyar Menedék,These ads ran without a disclaimer,428129,2
471093016323310,Kovács Ferenc,Dr. Kovács Ferenc,427928,43
127627208059916,Csőzik László,László Csőzik,427225,16
471093016323310,Kovács Ferenc,Kovács Ferenc,427164,17
296310837699,vaol.hu,vaol.hu,423419,65
175428565870406,Mi Hazánk Göd,Mi Hazánk Mozgalom,422358,45
994901094011388,Mindenki Pécsért Egyesület,Péterffy Attila,415914,19
646541695401955,Ughy Attila,Ughy Attila Gábor,411256,41
100760797963400,Kudron  Bács3,Nandor Antoniusz Kudron-Tonigold,410150,234
161746613987047,Állampolgári Bizottság az Emberi Jogokért,Állampolgári Bizottság az Emberi Jogokért,404237,97
197203437879379,Szaniszló Sándor,Szaniszló Sándor,401511,35
931186216990824,Bencsik János,Országgyűlés Hivatala Jobbik Frakció,399999,67
168983076942790,CricksyDog,These ads ran without a disclaimer,396338,5
164566760407329,Fidesz Sopron és környéke,Fidesz Sopron és környéke,395255,26
109023280756491,Írdalá.hu,Nest Communications,394161,5
13204463437,"UNHCR, the UN Refugee Agency",These ads ran without a disclaimer,393724,67
297831313655876,Makó Híradó,Makó Híradó,391055,25
1713793492050749,Soproni Polgárok Közössége,Soproni Polgárok Közössége,390263,55
461099763986577,Szabó Szabolcs,Szabó Szabolcs,389769,31
132593883577930,Dr. Keresztes László Lóránt,Dr. Keresztes László Lóránt - Zöld Média Ügynökség Kft.,388813,75
277815522269442,IKSZ Miskolc,Ifjúsági Kereszténydemokrata Szövetség – Miskolc Városi Szervezete,388379,6
594088897289853,Alapjogokért Központ,These ads ran without a disclaimer,387907,45
106836337350721,Dancsó Tibor,Dancsó Tibor,387084,21
599385656745723,Simon Róbert Balázs,Simon Róbert Balázs,387057,30
407249212726130,Forbes Magyarország,Forbes Magyarország,386871,311
215551471947529,Sajómente,Sajómente,386857,231
109675234029462,Buzinkay György,György Buzinkay,383480,33
1917999545117733,Paradigma Intézet,Paradigma Intézet Nonprofit Kft.,382761,50
446594008811991,Válasz Független Civilek,Juhász László,381091,63
726958080707895,Sikeres Bajáért Egyesület,Sikeres Bajáért Egyesület,380932,12
101127251609900,EzaLényeg.hu - Hajdúság,EzaLényeg.hu,377883,320
242038689992675,Somody László,Somody László Zoltán,377785,29
471093016323310,Kovács Ferenc,These ads ran without a disclaimer,376378,18
428382307200042,Budapesti Kereskedelmi és Iparkamara (BKIK),Budapesti Kereskedelmi és Ipari Kamara,374786,31
564241793665936,Vigh László,Vigh László,374262,33
722640284860119,"Balázsy Péter, a bukott mamahoteles szombathelyi polgármesterjelölt",Horváth Csaba,372291,68
599385656745723,Simon Róbert Balázs,These ads ran without a disclaimer,371331,11
554566311285605,Első világháború,Első világháború,371000,10
286931007596,SOS Gyermekfalvak,Berényi Károly Krisztián,370107,13
109684877069674,Borsi Róbert,Borsi Róbert,365678,93
1584646591763647,Kanász-Nagy Máté,LMP - Lehet Más a Politika,364915,16
102641477991941,bahir.hu - BAHÍR,Zöld Baranya Egyesület,364696,260
342785876208317,Mellár Tamás,Párbeszéd Magyarországért,362308,19
100241004684178,Balázs Endre - Momentum,Balázs Endre,361514,188
158693564916446,Zero Hero,Zero Hero,360674,129
739883629458065,Burány Sándor,Párbeszéd Magyarországért,355390,18
567941946745479,Budai Lóránt,Jobbik Magyarországért Mozgalom,354947,19
102201557828084,Bazin Levente,Bazin Levente,354921,50
267168140529488,György László,György László magánszemély,350578,73
132601530109047,Eötvös Károly Közpolitikai Intézet / Eötvös Károly Policy Institute,Eötvös Károly Közpolitikai Intézet,348913,81
105198897710561,EzaLényeg.hu - Zala,EzaLényeg.hu,343998,293
112759893437851,Emeljük fel Pátyot,Varga István E.V.,342213,41
119810034720839,Manna,These ads ran without a disclaimer,340112,1
139388829437016,Társaság az Élhető Szentendréért Egyesület - TESZ Egyesület,Társaság az Élhető Szentendréért (TESZ),339905,57
721976974593091,Solar Express KFT,These ads ran without a disclaimer,338882,29
1425221564382928,Varga László,Varga László,337828,111
1637701613185719,Dr. Gyüre Csaba,Országgyűlés Hivatala Jobbik Frakció,336796,23
321901088360077,Mi Hazánk Tatabánya,Mi Hazánk Mozgalom Tatabányai Szervezete,334637,49
385564832068641,Nemesi Pált Szeged Polgármesterének,These ads ran without a disclaimer,334081,27
1058271587711326,Farkas Ciprián,Farkas Ciprián,330750,18
2291596937833656,Grezsa István,These ads ran without a disclaimer,329721,6
111663773711521,EzaLényeg.hu - Eger,EzaLényeg.hu,329043,310
270300439972751,SZEMlélek,SZEMlélek,327356,25
1937475189871096,TopMark.hu,These ads ran without a disclaimer,327272,1
677219495700605,Szövetség Biatorbágyért Egyesület,Szövetség Biatorbágyért Egyesület,324015,24
105379664347588,EzaLényeg.hu - Sopron,EzaLényeg.hu,323726,321
1461534750733248,Schmuck Erzsébet,Zöld Média Ügynökség Kft.,323101,62
856433318046663,Tekauer Norbert önkormányzati képviselő - VÉD egyesület,These ads ran without a disclaimer,321441,3
107721833978571,Ferenc Csorbai,Csorbai Ferenc,320944,35
462139203805958,Gelencsér Attila,Gelencsér Attila,320714,63
1947426878644256,Momentum Újbuda,Momentum Mozgalom,319001,24
123142634426874,Microsoft CEE,These ads ran without a disclaimer,318100,1
101048094602317,Dr. Fodor Antal,Dr. Fodor Antal,317204,60
484474498993070,Eke István ÓZDI Programok,Sárosi-Kernya Izabella,316371,22
1136434693220861,Banga Zoltán,LMP - Lehet Más a Politika,315372,36
529941717209471,Orbán Balázs,Orbán Balázs,314376,12
1452981968275348,Eger Hírek,Eger Hírek,314145,22
406305670209771,Hydrogen Technologies Hungary Motortisztítás & DPF gépi tisztítás,Nagy Tamás,313180,23
114349043606073,EzaLényeg.hu - Nyírbátor,EzaLényeg.hu,311812,295
345496092135627,Hír TV,Hír TV,310633,41
105932557473917,Külhoni Magyarok,Külhoni Magyarok,309348,14
36511036382,Central European University,These ads ran without a disclaimer,308205,1
146157525396674,PSZP - Polgári Szabadság Platform,Polgári Szabadság Platform,307786,25
148044535395063,Dél-Békés Mentőcsoport,Simonkáné Gábor Marianna,306099,30
116609705085092,BP18,BP18,305000,9
1920158678081160,Nemzetpolitikai Államtitkárság,Nemzetpolitikai Államtitkárság,304942,36
528719397570100,Flamingók,These ads ran without a disclaimer,303748,1
115839966623459,EzaLényeg.hu - Kaposvár,EzaLényeg.hu,303475,269
931186216990824,Bencsik János,Bencsik János,302433,86
1944720419101498,Dr. Lévai István Zoltán,Dr. Lévai István Zoltán,302414,44
2258483594201110,Hernádi Ádám,Hernádi Ádám,301744,21
110081190537626,EzaLényeg.hu - Óbuda,EzaLényeg.hu,300821,274
167242593892716,Nemes Gábor,Nemes,300525,104
560525343980775,Index.hu,Index.hu,300115,63
253114601689663,Vasas Szakszervezeti Szövetség,Vasas Szakszervezeti Szövetség,297490,22
1580170602061811,Fazakas Attila,Fazakas Attila,296980,120
146541162119838,iSzolnok,Alföldhír Kft.,296967,24
238589372933,Bajkó-Sokoray István,Bajkó-Sokoray István,296850,49
100905288315705,Jelen hetilap,Jelen hetilap,296515,28
204353856727191,MSZP V. kerületi Szervezete,MSZP V.ker,295901,8
2309737912651039,Péterffy Attila,These ads ran without a disclaimer,295530,18
718311241527566,Kassai Dániel,Kassai Dániel,295094,52
109413374263225,Kontra,Kontra,294700,42
2169722316616799,Fidesz Hódmezővásárhely,Fidesz Hódmezővásárhely,294619,15
193338710873126,Horinka László,Horinka László,294428,76
284187002052790,Lengyel Máté,Jobbik Magyarországért Mozgalom,293647,39
528906570564986,Hatker.hu,These ads ran without a disclaimer,293219,20
100195391542032,EzaLényeg.hu - Szolnok,EzaLényeg.hu,287309,238
319848491555131,Dr. Varga-Damm Andrea,Országgyűlés Hivatala Jobbik Frakció,283242,19
104600127557684,Bónus Éva - Momentum,Bónus Éva,283209,37
1429914920563493,Nunkovics Tibor,Jobbik Magyarországért Mozgalom,282838,48
876772425797119,Hölvényi György,Bartók-Meszleny Zita Judit,280969,28
122559352472648,Svájci Alap,These ads ran without a disclaimer,280950,4
205025536183141,Vác Online,Vác Online,280928,70
108713637342803,EzaLényeg.hu - Békéscsaba,EzaLényeg.hu,280610,279
553607568016789,Textilklinika,These ads ran without a disclaimer,280063,4
505454183141061,Barcza Attila,Barcza Attila,279418,77
462210020803922,Szabó Péter,Szabó Péter,278827,13
253651291423879,Óbudai Fidesz,Óbudai Fidesz,278722,24
520804294719829,Trippon Norbert,Dr. Trippon Norbert,277797,62
108422757383800,EzaLényeg.hu - Debrecen,EzaLényeg.hu,274447,236
1100715856794305,Balázs Ádám Samu,Balázs Ádám Samu,274265,17
101834121646723,Kiss Balázs Imre,Kiss Balázs Imre,273139,44
117961442942614,Álljunk ki Borkai Zsolt mellett,Éljen Borkai,272613,3
665387743518937,Fidesz Szentendre,Fidesz Szentendre,271353,6
1087144998053243,Miskolci Fidesz,These ads ran without a disclaimer,271022,14
105141277870718,EzaLényeg.hu - Dél-Somogy,EzaLényeg.hu,271000,264
106332960773994,Kék Bolygó Alapítvány,These ads ran without a disclaimer,270937,23
101039441455767,EzaLényeg.hu - Rózsadomb,EzaLényeg.hu,270866,303
2552532618151148,Újpesti Hírek,Újpesti Hírek,270102,57
111964067179768,EzaLényeg.hu - Esztergom,EzaLényeg.hu,268891,226
100225554872217,EzaLényeg.hu - KöKi,EzaLényeg.hu,268176,222
316002512431444,Tech@Facebook,These ads ran without a disclaimer,268067,2
408924035951553,Hulladékmentes.hu,Hulladékmentes.hu,267945,230
788960034452071,Potápi Árpád János,These ads ran without a disclaimer,267539,20
112693416940703,EzaLényeg.hu - Nagykanizsa,EzaLényeg.hu,267525,233
544500459311951,Szeretem a Fuchs tojást,Hajdú Attila József,267474,6
893935307435660,Bíró László,Jobbik Magyarországért Mozgalom,266264,48
415653125518050,Hajnal Miklós,Hajnal Miklós,265818,15
104510071266834,EzaLényeg.hu - Szigetszentmiklós,EzaLényeg.hu,265327,260
108162020743292,EzaLényeg.hu - Csongrád,EzaLényeg.hu,265046,247
102851528200356,TEDxDanubia Countdown,TXD Impact Design Kft.,264996,23
113527130190024,EzaLényeg.hu - Tatabánya,EzaLényeg.hu,264985,268
173739546575458,Lehoczki Ádám,Lehoczki Ádám János,264701,124
394493227702826,Gerner Péter,Gerner Péter,264241,64
840003169724193,Újbudai Polgárok,Kerékgyártó Gábor,263561,166
247906076123402,Lindmayer Viktor,Lindmayer Viktor,263043,26
1423746824538473,Bús Balázs,Bús Balázs,263005,30
126539424061030,Háttér Társaság,These ads ran without a disclaimer,262888,4
104109317974186,EzaLényeg.hu - Gödöllő,EzaLényeg.hu,262670,219
270741976461920,Farkas Éva Erzsébet,Nagy Dániel,261333,103
121758694531245,Rádió 1,Rádió 1,260870,114
103502491024225,Lengyel Domokos,Lengyel Domokos Bernát,260529,25
333682340095114,Hende Csaba,Hende Csaba,260229,44
1695889637360770,Hempire,These ads ran without a disclaimer,260152,17
168575333176758,Wintermantel Zsolt,Wintermantel Zsolt,259692,47
2322801981324266,Óbudai hírek,Óbudai Hírek,259382,10
2211225145581815,Jövő TV,Jövő Egyesület,259353,223
100696574824127,EzaLényeg.hu - Mátyásföld,EzaLényeg.hu,258823,261
1820761161322160,ugytudjuk.hu,ugytudjuk.hu,257988,16
104376304613639,EzaLényeg.hu - Ózd,EzaLényeg.hu,257378,245
2004163606564708,Cserdiné Németh Angéla,Kampány a tizenötödikért!,256786,6
101920364522288,Fidesz Ladánybene,Bari Anita,256281,107
122922027734811,feol.hu,feol.hu,256254,31
350338649023047,Kecsup hírek,AB Holding Kft.,254354,75
125953004085398,Kemma.hu,Kemma.hu,254190,18
108706624010230,EzaLényeg.hu - Zugló,EzaLényeg.hu,253866,278
105065104544062,EzaLényeg.hu - Barcika,EzaLényeg.hu,253468,236
1567484016874943,Bárány Balázs,Bárány Balázs,253148,3
1588524871238500,Bartók Csaba,These ads ran without a disclaimer,252723,22
551672728204311,Bányai Gábor országgyűlési képviselő,Bányai Gábor országgyűlési képviselő,251689,129
203158929827,Beol.hu Békés Megyei Online,Beol.hu Békés Megyei Online,251187,13
259814413936,Dr. Bácskai János,These ads ran without a disclaimer,250279,9
2258483594201110,Hernádi Ádám,These ads ran without a disclaimer,248876,78
121868508484318,Szentendrei Fidelitas,Fidelitas,248647,6
1084749598210454,Dr. Szabó Tünde,These ads ran without a disclaimer,248150,13
237088069704442,Ádám Kósa MEP,These ads ran without a disclaimer,247677,2
104380414613222,EzaLényeg.hu - Budavidék,EzaLényeg.hu,247598,253
110566877158397,Laptapir,These ads ran without a disclaimer,246865,1
175631865860693,Vadai Ágnes,Demokratikus Koalíció,246526,10
111850287235233,Ibela Green,Ibela Könnyűipari és Kereskedelmi Szociális szövetkezet,246320,9
132233380778392,Dr. Kállai Mária,dr. Kállai Mária,246199,43
326632861287187,Gyuris Dávid,Gyuris Dávid Tibor,245166,59
101708758054459,EzaLényeg.hu - Szekszárd,EzaLényeg.hu,244794,263
216317672082664,Spigiboy,Pintér András,244490,125
113132560042939,Alakszai Zoltán,These ads ran without a disclaimer,244340,9
114381110268794,EzaLényeg.hu - Dunakeszi,EzaLényeg.hu,243895,215
893102994164960,Hohn Krisztina,Hohn_Krisztina_Zöld_Baranya_Kft_Ügynökség,243488,42
311750812333479,Szarvas Péter,Szarvas Péter,243378,57
745879415472310,Tüttő Kata,Tüttő Kata Zsuzsanna,243375,20
106230544086256,EzaLényeg.hu - Pécs,These ads ran without a disclaimer,243146,6
134324809941862,Szoljon.hu,Szoljon.hu,241963,12
1491154841110951,Mi Hazánk Mozgalom - Mohács,Mi Hazánk Mozgalom,241179,48
120370174702378,Magyarország Kormánya,These ads ran without a disclaimer,240968,1
1443972419239893,Best Ruházat,Best Ruházat,240496,14
140640289378483,Michl József,Michl József Imre,239805,36
881398955358662,Mándi László - Momentum,Mándi László,239760,59
113162623559665,EzaLényeg.hu - Érd,EzaLényeg.hu,239372,235
430246420380967,Mirkóczki Ádám,Mirkóczki Ádám,238964,44
2087359184686210,Egységben A Városért,Egységben a Városért Egyesület,238625,61
420335244825041,Mindent OLCSÓN,These ads ran without a disclaimer,238621,10
519629298144820,Ferenczi István,Ferenczi István,238567,15
103109218306038,Szombathelyi tények,Hauer Máté,237891,30
110262004018057,EzaLényeg.hu - Jászság,EzaLényeg.hu,237764,213
205519186130149,Európa Könyvkiadó,Európa Könyvkiadó,236816,24
108395900927334,Kovács István,Kovács István Megafon,236165,19
215365671881695,Lounge Group,Lounge Group,235000,9
1992543104404776,Momentum TizenX,Momentum Mozgalom,234980,20
616331245043620,Szitka Péter,Szitka Péter,234324,5
100221074822970,Csizmadia Péter,Dr. Csizmadia Péter,232798,33
1065713933504228,Új Egyenlőség,Új Egyenlőség,232727,246
108061120908329,EzaLényeg.hu - Dél-Pest megye,EzaLényeg.hu,232083,197
127539005484626,Very Important Planet,Zöld Terasz Alapítvány,231249,37
110172837015532,Strenner Imre,LMP - Lehet Más a Politika,228739,12
1313592688757601,Állítsuk meg Orbán Viktort,Attila Ferenc Beres,228220,21
270741976461920,Farkas Éva Erzsébet,Andrási Lilla,228004,39
109422090604934,EzaLényeg.hu - Veszprém,EzaLényeg.hu,227762,193
108768290835212,EzaLényeg.hu - Dombóvár-Bonyhád,EzaLényeg.hu,227716,229
109839144060468,EzaLényeg.hu - Komárom,EzaLényeg.hu,227582,206
133807336790108,Fidesz Budafok-Tétény,Csiszár Zsuzsanna,227178,28
2243241552431889,Kolozs Csaba képviselő,Kolozs Csaba,226866,34
1690416611287093,Garami Artúr oldala,Artúr Garami,226119,19
2305943792985164,Várunk - az I. kerületiek közössége,Várunk Közéleti Egyesület,226009,21
101045421289534,Dinya Gábor Balázs Független Képviselőjelölt,Dinya Gábor Balázs,225977,21
183813614983493,Klubrádió,Klubrádió,225935,119
105270077856684,EzaLényeg.hu - Kiskunság,EzaLényeg.hu,225654,161
1357776460950406,Reaktor,Reaktor Alapítvány,224408,80
129255963785124,Heol.hu,Heol.hu,224007,15
164978926850719,Kommentár folyóirat,Kommentár folyóirat,221220,21
959798297495473,Nacsa Lőrinc,Nacsa Lőrinc,220697,35
2299046730376282,Mindenki Magyarországa Mozgalom - Dél-Buda,Dolgos Márton,220611,32
114490623590809,EzaLényeg.hu - Viharsarok,EzaLényeg.hu,220599,186
379369999371763,Pikó András polgármester,Pikó András polgármesterjelölt,220435,14
320986996098,zaol.hu,zaol.hu,220038,23
478437308977740,MSZP Nagykőrös,László Ferenc,219311,283
100973207964721,Schwarcz-Kiefer Patrik,Jobbik Magyarországért Mozgalom,218847,55
455459157828706,DK II. kerület,Szabó Gyula,217562,22
746677268726321,Csányi József legyen Félegyháza polgármestere,Dósai Bence,215683,25
343700849816717,Hajrá Fehérvár,Dr. Márton Roland,215623,8
107832043902507,"Horváth Tamás - Mindenki Pécsért, ÚVNP",Horváth Tamás,214480,40
2925854200788997,Gerencsér Barnabás,Gerencsér Barnabás,214479,26
