Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
371622190052683,Ilze Indriksone,Ilze Indriksone,174,7
101934384752171,Konstantins Čekušins • Константин Чекушин,Konstantin Chekushin,173,2
223203911046829,db.lv,db.lv,170,18
115279710344788,Laiks attīstībai un pārmaiņām Jūrmalā,partija "Latvijas attīstībai",170,2
177035059364249,L.Ērenpreiss,Lauris Ērenpreiss,169,2
190992343324,BBC News Russian,These ads ran without a disclaimer,166,56
457295401368264,Jaunā konservatīvā partija - Alūksne,Jaunā konservatīvā partija,166,4
1707369279476362,Pilsēta cilvēkiem,Pilsēta cilvēkiem,165,30
100210195292480,PROGRESĪVIE Jūrmalā,PROGRESĪVIE,161,10
123850427644696,Grani - источник проверенных новостей,These ads ran without a disclaimer,161,6
101994815232373,Jaunie konservatīvie Jūrmalā,Jaunā konservatīvā partija,161,7
408849479961258,Andris Bačkurs Rīgai,Andris Bačkurs,159,10
1893097087626986,Sandis Riekstiņš,Jaunā konservatīvā partija,159,6
212485185449074,Nils Ušakovs - Нил Ушаков,"Nils Ušakovs, MEP, Socialists&Democrats Group",158,4
114521630302729,Nina Linde ZZS,Nina Linde,156,5
109035414229320,Александр Мирский,These ads ran without a disclaimer,152,9
101788961629483,Edgars Arkliņš,Edgars Arkliņš,152,19
804761919903731,Aldis Blumbergs,These ads ran without a disclaimer,152,4
748919365482681,Честь служить Риге,Partija Gods kalpot Rīgai,150,4
169709889752394,Eiropas Savienības māja,Eiropas Savienības māja,150,3
109448464159431,Viltvārdis,Lato Lapsa,150,6
112094753869678,Nestle Latvija,SIA Inspired,150,3
104251741341926,Реставрация Памятника Освободителям Риги / Uzvaras pieminekļa restaurācija,Biedrība "Pareiza Lieta",150,3
190928984415830,Jaunā Teika,These ads ran without a disclaimer,147,16
110752262946048,Crypterium,These ads ran without a disclaimer,147,13
1470597813212092,"Uģis ROTBERGS, dabas advokāts",Rotbergs Ugis,143,6
359751921283995,Mārtiņš Šteins Saeimā,Mārtiņš Šteins,142,10
103875425076144,Ināra Pētersone,Partija Latvijas Attīstībai,140,3
146554932048229,Delfi.lv,These ads ran without a disclaimer,140,2
106637700794771,Autosluz,These ads ran without a disclaimer,138,1
543584772332974,ru.Focus.lv,These ads ran without a disclaimer,137,1
106058431445885,Mārupes un Babītes attīstībai,Partija Latvijas Attīstībai,137,3
103230686391678,www.ir.lv,www.ir.lv,137,8
109787584482353,Latvijas attīstībai / Vidzemes partija Ogres novadam,Partija Latvijas Attīstībai,137,2
113841456986251,Agnese Logina,PROGRESĪVIE,137,4
1283283615092437,Modris Jaunups,Partija Latvijas Attīstībai,135,3
146748317149,Association of LGBT and their friends Mozaika,LGBT un viņu draugu apvienība MOZAĪKA,135,4
2388354714741824,EcoInnova,These ads ran without a disclaimer,133,4
549948942006132,Jaunā konservatīvā partija - Latgale,Jaunā konservatīvā partija,130,2
108662537444589,InvestExpert,These ads ran without a disclaimer,130,60
214509971977412,Gods kalpot Rīgai,Partija Gods kalpot Rīgai,130,3
105937848125170,Elīna Stapulone,Partija Latvijas Attīstībai,130,2
655400601175001,Edvards Ratnieks,Nacionālā apvienība,130,2
111491477643840,Cēsu novads PAR,Kustība "Par!",128,9
345347539390006,Ijabs Ivars,Ijabs Ivars,127,5
773797506103713,Kaspars Ģirģens,Ģirģens Kaspars,127,5
160488514468219,Tukuma pilsētai un novadam,Tukuma pilsētai un novadam,127,6
1603675809906463,RTU Design Factory,Rīgas Tehniskā universitāte,125,3
157252641338,OANDA,These ads ran without a disclaimer,125,25
832298706889408,111%,These ads ran without a disclaimer,125,1
107523611025833,Pardrošību.lv,Kārlis Apalups,123,11
349402992285848,"Roberts Šlegelmilhs, Jelgavas pilsētas domes deputāts",Roberts Šlegelmilhs,120,5
141366725876424,European Greens,These ads ran without a disclaimer,118,4
